"","5000","10000","15000","20000","25000","30000"
"2331_rbf","0.0149(0.0034)","0.0117(0.0035)","0.0104(0.0019)","0.0102(0.0022)","0.0107(0.0023)","0.0101(0.0016)"
"2331_lkflag","0.0052(0.001)","0.0103(0.0014)","0.0117(0.0021)","0.0122(0.0018)","0.0131(0.002)","0.013(0.0015)"
"2332_rbf","0.0086(0.0018)","0.0086(0.0014)","0.0072(0.001)","0.0069(0.0012)","0.0064(0.0012)","0.0066(0.001)"
"2332_lkflag","0.0035(0.0012)","0.0079(0.0017)","0.0084(0.0014)","0.0087(0.001)","0.0095(0.001)","0.009(0.0013)"
"2401_rbf","0.024(0.0042)","0.0233(0.0026)","0.0212(0.0033)","0.021(0.0019)","0.0215(0.0025)","0.0206(0.0023)"
"2401_lkflag","0.0078(0.0025)","0.0149(0.0025)","0.0168(0.0031)","0.017(0.0013)","0.0178(0.0014)","0.0181(0.0015)"
"2402_rbf","0.0147(0.004)","0.0146(0.0032)","0.0126(0.0026)","0.0124(0.001)","0.0117(0.0015)","0.012(0.0014)"
"2402_lkflag","0.0049(0.0026)","0.0096(0.0024)","0.0105(0.0022)","0.01(8e-04)","0.01(0.0015)","0.0102(0.0013)"
"2501_rbf","0.0222(0.011)","0.0187(0.0052)","0.0143(0.0028)","0.0137(0.0038)","0.0128(0.0023)","0.0106(0.0025)"
"2501_lkflag","0.0069(0.0075)","0.021(0.0079)","0.0222(0.0074)","0.0233(0.0085)","0.0265(0.0035)","0.0278(0.0053)"
"2502_rbf","0.0181(0.0102)","0.0117(0.0033)","0.0117(0.0045)","0.0115(0.0032)","0.0093(0.0022)","0.0098(0.0031)"
"2502_lkflag","0.0149(0.0092)","0.016(0.0089)","0.02(0.0059)","0.0254(0.0044)","0.0254(0.0058)","0.0254(0.0038)"
"2601_rbf","0.0127(0.0022)","0.0123(0.0021)","0.0125(0.0014)","0.0117(0.0011)","0.0114(5e-04)","0.0112(0.0011)"
"2601_lkflag","0.0033(8e-04)","0.0063(6e-04)","0.0071(7e-04)","0.0079(9e-04)","0.0083(7e-04)","0.0083(5e-04)"
"2602_rbf","0.009(0.0014)","0.01(0.001)","0.0092(0.0011)","0.0104(9e-04)","0.0102(8e-04)","0.0097(5e-04)"
"2602_lkflag","0.0034(9e-04)","0.0067(0.0013)","0.0074(8e-04)","0.0083(8e-04)","0.0087(9e-04)","0.0086(4e-04)"
"2611_rbf","0.0107(0.003)","0.0097(0.004)","0.0087(0.0018)","0.008(0.0026)","0.0078(0.0019)","0.0073(0.0013)"
"2611_lkflag","0.0059(0.0034)","0.0124(0.0044)","0.012(0.0034)","0.0123(0.0028)","0.0138(0.003)","0.0126(0.0024)"
"2612_rbf","0.0111(0.0043)","0.0118(0.0036)","0.0135(0.0022)","0.0127(0.0035)","0.012(0.0015)","0.0121(0.0014)"
"2612_lkflag","0.0055(0.0024)","0.0102(0.002)","0.0141(0.0029)","0.0142(0.0023)","0.0145(0.0024)","0.0142(0.0012)"
"2701_rbf","0.0129(0.0034)","0.014(0.0039)","0.0143(0.0029)","0.0129(0.0019)","0.0134(0.0022)","0.014(0.002)"
"2701_lkflag","0.0069(0.004)","0.0184(0.0055)","0.0192(0.0034)","0.0199(0.0021)","0.0215(0.0031)","0.0198(0.0024)"
"2702_rbf","0.0236(0.0061)","0.0206(0.0036)","0.0243(0.0024)","0.0284(0.0058)","0.0275(0.004)","0.0267(0.0047)"
"2702_lkflag","0.008(0.004)","0.0214(0.007)","0.0252(0.003)","0.0275(0.003)","0.0284(0.0029)","0.0281(0.0037)"
"3001_rbf","0.0227(0.0068)","0.021(0.0059)","0.0216(0.0042)","0.019(0.0026)","0.0194(0.002)","0.0196(0.0024)"
"3001_lkflag","0.0073(0.002)","0.0152(0.0025)","0.0179(0.0028)","0.0181(0.0022)","0.0184(0.0022)","0.0204(0.0019)"
"3002_rbf","0.0207(0.0056)","0.0235(0.0043)","0.0212(0.0035)","0.0203(0.0035)","0.0214(0.003)","0.0202(0.0014)"
"3002_lkflag","0.0093(0.0047)","0.0183(0.0034)","0.0191(0.0034)","0.0195(0.0026)","0.0216(0.0025)","0.0236(0.0024)"
"4001_rbf","0.03(0.0087)","0.0259(0.0072)","0.0214(0.0043)","0.022(0.0035)","0.0218(0.0037)","0.0217(0.0028)"
"4001_lkflag","0.0113(0.0054)","0.0209(0.0043)","0.019(0.0026)","0.0221(0.0023)","0.0244(0.0028)","0.025(0.003)"
"4002_rbf","0.0167(0.0053)","0.0141(0.003)","0.0132(0.0031)","0.0122(0.0013)","0.0127(0.0021)","0.0121(0.0013)"
"4002_lkflag","0.008(0.0031)","0.014(0.0029)","0.0167(0.0022)","0.017(0.003)","0.018(0.0025)","0.0186(0.0022)"
"4011_rbf","0.0283(0.0069)","0.0277(0.0034)","0.0297(0.0051)","0.0311(0.0034)","0.0289(0.003)","0.028(0.0019)"
"4011_lkflag","0.007(0.0029)","0.0179(0.0027)","0.0222(0.003)","0.022(0.0027)","0.0228(0.0028)","0.0235(0.0024)"
"4012_rbf","0.0329(0.0064)","0.0341(0.0048)","0.0337(0.0048)","0.034(0.0027)","0.0301(0.002)","0.0322(0.0026)"
"4012_lkflag","0.0093(0.003)","0.0175(0.0026)","0.02(0.0019)","0.0226(0.0026)","0.0213(0.0023)","0.0223(0.0021)"
"4021_rbf","0.023(0.0086)","0.018(0.0052)","0.0146(0.0043)","0.0121(0.0024)","0.0106(0.003)","0.0086(0.0013)"
"4021_lkflag","0.0107(0.0055)","0.0171(0.0054)","0.0255(0.0074)","0.0292(0.006)","0.0291(0.0068)","0.0307(0.0102)"
"4022_rbf","0.0256(0.0095)","0.0164(0.0047)","0.0138(0.0031)","0.0156(0.0034)","0.0131(0.0025)","0.0121(0.0022)"
"4022_lkflag","0.0108(0.0103)","0.0194(0.0046)","0.022(0.0053)","0.0301(0.0043)","0.0283(0.005)","0.0281(0.0042)"
"4101_rbf","0.0275(0.0075)","0.0287(0.0049)","0.028(0.0072)","0.0263(0.0055)","0.0248(0.0041)","0.0233(0.0041)"
"4101_lkflag","0.015(0.0078)","0.0305(0.0058)","0.0375(0.0044)","0.0352(0.0061)","0.037(0.0058)","0.0378(0.0051)"
"4102_rbf","0.0267(0.0085)","0.0222(0.0042)","0.0215(0.0062)","0.0182(0.0038)","0.0188(0.0036)","0.0176(0.0038)"
"4102_lkflag","0.0132(0.0072)","0.0212(0.0045)","0.0231(0.0038)","0.0219(0.0028)","0.0234(0.0037)","0.0235(0.0022)"
"4111_rbf","0.0282(0.0122)","0.0378(0.0088)","0.0326(0.0057)","0.0311(0.0047)","0.0319(0.0059)","0.0326(0.0041)"
"4111_lkflag","0.0125(0.0064)","0.0296(0.008)","0.0337(0.0035)","0.0354(0.0055)","0.0395(0.0049)","0.0371(0.0043)"
"4112_rbf","0.031(0.0077)","0.0277(0.0045)","0.0233(0.0065)","0.028(0.0034)","0.0235(0.0048)","0.0236(0.0044)"
"4112_lkflag","0.0121(0.0029)","0.0189(0.0051)","0.0195(0.0024)","0.0219(0.0023)","0.0241(0.0032)","0.0229(0.0029)"
"4201_rbf","0.051(0.0198)","0.0347(0.0156)","0.0269(0.0076)","0.032(0.0094)","0.0261(0.0074)","0.025(0.0071)"
"4201_lkflag","0.0587(0.0451)","0.0721(0.0208)","0.085(0.0207)","0.1146(0.0306)","0.0931(0.0183)","0.1011(0.0204)"
"4202_rbf","0.0265(0.0245)","0.0169(0.0072)","0.0151(0.0036)","0.0158(0.0029)","0.0153(0.0029)","0.0135(0.0025)"
"4202_lkflag","0.0178(0.021)","0.0336(0.0198)","0.0361(0.0107)","0.0404(0.0136)","0.0408(0.0105)","0.0483(0.0112)"
"5001_rbf","0.0116(0.0037)","0.0115(0.0027)","0.0107(0.0019)","0.0094(0.0017)","0.0101(0.0014)","0.0097(7e-04)"
"5001_lkflag","0.0045(0.0028)","0.0082(0.0021)","0.0097(0.0012)","0.0102(0.0013)","0.011(8e-04)","0.0112(0.0013)"
"5002_rbf","0.0074(0.0016)","0.0069(0.0019)","0.0066(8e-04)","0.0064(8e-04)","0.0061(8e-04)","0.0058(8e-04)"
"5002_lkflag","0.0029(9e-04)","0.005(0.001)","0.0062(0.001)","0.0064(8e-04)","0.007(6e-04)","0.0062(6e-04)"
"5011_rbf","0.0115(0.0034)","0.0098(0.0024)","0.009(0.0015)","0.0089(0.001)","0.0079(0.0018)","0.0074(8e-04)"
"5011_lkflag","0.0045(0.0014)","0.0087(0.0023)","0.0089(0.0018)","0.0102(0.0021)","0.0101(0.0014)","0.0103(0.0013)"
"5012_rbf","0.0037(0.001)","0.0043(0.001)","0.0039(7e-04)","0.0033(7e-04)","0.0035(5e-04)","0.0031(5e-04)"
"5012_lkflag","0.0015(6e-04)","0.0031(7e-04)","0.0033(8e-04)","0.0034(7e-04)","0.0036(3e-04)","0.0036(3e-04)"
"5021_rbf","0.0211(0.0048)","0.0196(0.0032)","0.0202(0.004)","0.0193(0.0021)","0.0183(0.0025)","0.0178(0.0015)"
"5021_lkflag","0.008(0.0033)","0.0148(0.0026)","0.0165(0.002)","0.0189(0.0025)","0.0187(0.002)","0.0186(7e-04)"
"5022_rbf","0.0151(0.0037)","0.0153(0.0041)","0.014(0.0026)","0.0142(0.0014)","0.0146(0.0012)","0.0138(0.0017)"
"5022_lkflag","0.0066(0.0033)","0.0132(0.004)","0.013(0.0021)","0.014(0.0017)","0.0148(0.002)","0.0151(0.0014)"
"5101_rbf","0.0064(0.0012)","0.0066(0.0011)","0.0069(0.0016)","0.0065(8e-04)","0.0067(9e-04)","0.0059(9e-04)"
"5101_lkflag","0.0024(0.0011)","0.0043(0.001)","0.0048(0.001)","0.0055(6e-04)","0.0058(7e-04)","0.0054(6e-04)"
"5102_rbf","0.003(8e-04)","0.003(6e-04)","0.0023(2e-04)","0.0024(4e-04)","0.0025(3e-04)","0.0023(2e-04)"
"5102_lkflag","0.0011(4e-04)","0.0023(6e-04)","0.0024(4e-04)","0.0026(4e-04)","0.0027(3e-04)","0.0027(3e-04)"
"5201_rbf","0.0068(0.002)","0.0061(0.0013)","0.0053(9e-04)","0.005(6e-04)","0.0047(3e-04)","0.0043(5e-04)"
"5201_lkflag","0.0014(3e-04)","0.003(4e-04)","0.0034(3e-04)","0.0035(3e-04)","0.0038(3e-04)","0.0038(2e-04)"
"5202_rbf","0.0025(6e-04)","0.002(3e-04)","0.0019(3e-04)","0.002(3e-04)","0.0019(3e-04)","0.0018(1e-04)"
"5202_lkflag","8e-04(2e-04)","0.0016(2e-04)","0.0019(3e-04)","0.0021(3e-04)","0.0022(3e-04)","0.0021(2e-04)"
"5301_rbf","0.0087(0.0023)","0.0083(0.0018)","0.008(0.0015)","0.0077(0.0017)","0.0064(0.0016)","0.0068(0.0012)"
"5301_lkflag","0.0035(0.0019)","0.006(0.0016)","0.0072(0.0021)","0.0084(0.0015)","0.0082(0.0019)","0.0088(0.0013)"
"5302_rbf","0.006(0.0025)","0.004(0.0015)","0.0031(8e-04)","0.0031(6e-04)","0.0028(5e-04)","0.0025(7e-04)"
"5302_lkflag","0.0013(7e-04)","0.0023(7e-04)","0.0027(6e-04)","0.0031(6e-04)","0.0032(4e-04)","0.0031(4e-04)"
"5401_rbf","0.0183(0.0038)","0.0164(0.0021)","0.0166(0.0021)","0.0173(0.0018)","0.0172(0.0015)","0.0166(0.0023)"
"5401_lkflag","0.0066(0.002)","0.011(0.0021)","0.0138(0.0025)","0.0152(0.0018)","0.0155(0.0013)","0.015(0.0018)"
"5402_rbf","0.0191(0.0046)","0.0191(0.003)","0.0204(0.0037)","0.0198(0.0019)","0.0169(0.0033)","0.0188(0.0026)"
"5402_lkflag","0.0048(0.0018)","0.01(0.0015)","0.0127(0.0019)","0.0122(0.0011)","0.0122(0.0012)","0.013(0.0013)"
"6001_rbf","0.0106(0.0026)","0.01(0.0013)","0.0093(8e-04)","0.0086(0.001)","0.0086(8e-04)","0.0075(7e-04)"
"6001_lkflag","0.0021(5e-04)","0.0041(7e-04)","0.0049(5e-04)","0.005(8e-04)","0.0053(6e-04)","0.0052(4e-04)"
"6002_rbf","0.0082(0.0014)","0.0069(8e-04)","0.0067(8e-04)","0.0064(5e-04)","0.0059(9e-04)","0.0056(6e-04)"
"6002_lkflag","0.0023(7e-04)","0.004(6e-04)","0.0047(7e-04)","0.0048(5e-04)","0.0052(4e-04)","0.0053(4e-04)"
"6101_rbf","0.0028(9e-04)","0.0025(5e-04)","0.0026(6e-04)","0.0025(4e-04)","0.0025(4e-04)","0.0023(1e-04)"
"6101_lkflag","9e-04(5e-04)","0.0018(4e-04)","0.0023(4e-04)","0.0025(2e-04)","0.0026(3e-04)","0.0026(2e-04)"
"6102_rbf","0.0032(9e-04)","0.0026(5e-04)","0.0025(4e-04)","0.0021(5e-04)","0.002(2e-04)","0.0019(2e-04)"
"6102_lkflag","8e-04(2e-04)","0.0019(4e-04)","0.0023(4e-04)","0.0027(6e-04)","0.0027(3e-04)","0.0025(2e-04)"
"6201_rbf","0.0037(6e-04)","0.0036(4e-04)","0.0036(4e-04)","0.0033(3e-04)","0.0031(5e-04)","0.0031(4e-04)"
"6201_lkflag","0.001(2e-04)","0.0019(3e-04)","0.0024(2e-04)","0.0026(2e-04)","0.0027(3e-04)","0.0026(2e-04)"
"6202_rbf","0.0036(0.001)","0.0039(0.001)","0.0027(6e-04)","0.0029(8e-04)","0.0025(5e-04)","0.0023(3e-04)"
"6202_lkflag","0.0012(4e-04)","0.0023(8e-04)","0.0027(4e-04)","0.0031(3e-04)","0.0032(2e-04)","0.0032(3e-04)"
"6211_rbf","0.003(4e-04)","0.0023(5e-04)","0.002(4e-04)","0.0018(3e-04)","0.0019(2e-04)","0.0017(2e-04)"
"6211_lkflag","0.0011(3e-04)","0.0019(4e-04)","0.0024(5e-04)","0.0025(5e-04)","0.0027(4e-04)","0.0028(3e-04)"
"6212_rbf","0.0032(5e-04)","0.0031(6e-04)","0.0031(4e-04)","0.0028(6e-04)","0.0027(3e-04)","0.0027(3e-04)"
"6212_lkflag","0.0016(4e-04)","0.0025(5e-04)","0.0031(5e-04)","0.0034(5e-04)","0.0035(3e-04)","0.0036(4e-04)"
"6221_rbf","0.0022(8e-04)","0.0022(4e-04)","0.0019(3e-04)","0.0016(3e-04)","0.0016(3e-04)","0.0015(2e-04)"
"6221_lkflag","0.0012(5e-04)","0.0021(4e-04)","0.0023(4e-04)","0.0023(4e-04)","0.0024(4e-04)","0.0025(4e-04)"
"6222_rbf","0.0023(5e-04)","0.0021(4e-04)","0.0017(3e-04)","0.0017(3e-04)","0.0017(4e-04)","0.0016(2e-04)"
"6222_lkflag","8e-04(3e-04)","0.0017(3e-04)","0.0017(3e-04)","0.002(3e-04)","0.0021(2e-04)","0.0022(2e-04)"
"6301_rbf","0.0107(0.0023)","0.0114(0.0022)","0.0111(0.0016)","0.011(0.001)","0.0101(0.0012)","0.0104(8e-04)"
"6301_lkflag","0.0024(0.001)","0.0066(0.0021)","0.0071(0.0016)","0.0082(0.0016)","0.0075(0.0013)","0.0087(0.0015)"
"6302_rbf","0.0079(0.0021)","0.0084(0.0013)","0.0086(9e-04)","0.008(8e-04)","0.0081(7e-04)","0.0076(5e-04)"
"6302_lkflag","0.0027(9e-04)","0.0049(0.0014)","0.0054(5e-04)","0.0059(7e-04)","0.0063(8e-04)","0.0063(7e-04)"
"6401_rbf","0.0047(0.0016)","0.0044(0.001)","0.0044(9e-04)","0.0037(8e-04)","0.0038(9e-04)","0.0036(7e-04)"
"6401_lkflag","0.002(8e-04)","0.004(0.001)","0.0048(8e-04)","0.0051(8e-04)","0.0053(7e-04)","0.0055(7e-04)"
"6402_rbf","0.0031(0.0011)","0.0031(7e-04)","0.0027(8e-04)","0.0025(5e-04)","0.0025(4e-04)","0.0025(3e-04)"
"6402_lkflag","0.002(0.0011)","0.0029(7e-04)","0.004(4e-04)","0.0039(9e-04)","0.0045(7e-04)","0.0044(6e-04)"
"7001_rbf","0.0483(0.0188)","0.0441(0.0116)","0.0367(0.0077)","0.0322(0.0088)","0.0305(0.0042)","0.0296(0.0069)"
"7001_lkflag","0.0191(0.0063)","0.043(0.0132)","0.0464(0.0068)","0.0487(0.0099)","0.0517(0.008)","0.05(0.0102)"
"7002_rbf","0.0214(0.0064)","0.02(0.0061)","0.0184(0.0043)","0.018(0.0031)","0.0157(0.0029)","0.0145(0.0025)"
"7002_lkflag","0.0088(0.0038)","0.0147(0.0029)","0.0201(0.0034)","0.0196(0.0039)","0.02(0.0044)","0.0214(0.0027)"
"7011_rbf","0.0614(0.0195)","0.0482(0.0163)","0.0535(0.0101)","0.0481(0.0121)","0.049(0.0071)","0.0426(0.0097)"
"7011_lkflag","0.0361(0.0256)","0.0496(0.0146)","0.0712(0.0154)","0.0684(0.0101)","0.076(0.0097)","0.0741(0.0082)"
"7012_rbf","0.0177(0.0061)","0.0169(0.0045)","0.0148(0.0032)","0.0138(0.0023)","0.0125(0.0017)","0.0128(0.0019)"
"7012_lkflag","0.0068(0.0032)","0.0148(0.0023)","0.0172(0.003)","0.0171(0.0038)","0.0182(0.0014)","0.0189(0.0041)"
"7021_rbf","0.3646(0.1082)","0.265(0.1052)","0.2121(0.0487)","0.1889(0.0436)","0.1552(0.0272)","0.161(0.0546)"
"7021_lkflag","0.317(0.3584)","0.3479(0.1354)","0.4203(0.1203)","0.4928(0.1792)","0.4735(0.1272)","0.5598(0.1145)"
"7022_rbf","0.0233(0.0135)","0.0156(0.0063)","0.0151(0.0034)","0.0106(0.002)","0.0103(0.0018)","0.011(0.0019)"
"7022_lkflag","0.011(0.0129)","0.0202(0.0081)","0.0302(0.0077)","0.0284(0.0068)","0.0331(0.008)","0.0281(0.0046)"
"7101_rbf","0.1819(0.0776)","0.1569(0.0503)","0.121(0.0258)","0.1002(0.0224)","0.0976(0.0167)","0.088(0.0198)"
"7101_lkflag","0.0896(0.043)","0.125(0.0522)","0.1809(0.0363)","0.166(0.0326)","0.1739(0.0171)","0.168(0.0178)"
"7102_rbf","0.0559(0.0154)","0.0396(0.0119)","0.0399(0.0158)","0.0412(0.0069)","0.0374(0.0109)","0.0334(0.0068)"
"7102_lkflag","0.0258(0.0135)","0.0383(0.0094)","0.0479(0.0085)","0.0535(0.0051)","0.0532(0.006)","0.0568(0.0061)"
"8101_rbf","0.0148(0.0065)","0.0098(0.0043)","0.0159(0.0062)","0.0137(0.0055)","0.014(0.0031)","0.0117(0.0021)"
"8101_lkflag","0.0178(0.0116)","0.0147(0.0054)","0.0246(0.0085)","0.0253(0.0068)","0.0251(0.0038)","0.0251(0.0037)"
"8102_rbf","0.007(0.004)","0.0054(0.0025)","0.0062(0.0024)","0.0051(0.0017)","0.0045(6e-04)","0.0044(0.001)"
"8102_lkflag","0.0043(0.0046)","0.0073(0.0042)","0.0088(0.0031)","0.0103(0.0029)","0.0101(0.0026)","0.0123(0.0022)"
"8111_rbf","0.0133(0.0035)","0.0162(0.0057)","0.0165(0.0031)","0.016(0.0035)","0.0146(0.0036)","0.0155(0.0027)"
"8111_lkflag","0.0043(0.0024)","0.0101(0.003)","0.0137(0.0025)","0.0135(0.0031)","0.013(0.0032)","0.0138(0.0029)"
"8112_rbf","0.0077(0.0018)","0.007(0.001)","0.0074(0.0012)","0.0071(0.0012)","0.0071(0.001)","0.0068(9e-04)"
"8112_lkflag","0.0027(8e-04)","0.0052(8e-04)","0.006(9e-04)","0.0063(0.001)","0.0068(7e-04)","0.0074(6e-04)"
"8121_rbf","0.0276(0.0071)","0.0269(0.0058)","0.0251(0.0037)","0.0188(0.0031)","0.0214(0.0049)","0.0186(0.0037)"
"8121_lkflag","0.0137(0.0046)","0.0236(0.0047)","0.0317(0.0051)","0.0303(0.0029)","0.0322(0.0043)","0.0336(0.0034)"
"8122_rbf","0.0195(0.0048)","0.0144(0.0033)","0.0143(0.0024)","0.0126(0.0026)","0.0119(0.0015)","0.0133(0.0027)"
"8122_lkflag","0.0081(0.0023)","0.0138(0.0022)","0.0162(0.0031)","0.0173(0.0024)","0.0179(0.0032)","0.0189(0.002)"
"8201_rbf","0.014(0.0026)","0.0138(0.0022)","0.0133(0.0019)","0.0122(8e-04)","0.0119(9e-04)","0.0119(6e-04)"
"8201_lkflag","0.0038(0.0021)","0.0064(0.001)","0.0073(9e-04)","0.0071(4e-04)","0.0073(9e-04)","0.008(0.0011)"
"8202_rbf","0.0075(0.0021)","0.0087(0.0013)","0.0076(0.001)","0.007(5e-04)","0.0072(5e-04)","0.0066(4e-04)"
"8202_lkflag","0.0021(8e-04)","0.0039(0.0011)","0.0042(7e-04)","0.0047(5e-04)","0.0049(8e-04)","0.0046(7e-04)"
"8211_rbf","0.0166(0.0074)","0.0129(0.0042)","0.0119(0.0015)","0.0102(0.0012)","0.0105(0.0022)","0.01(0.001)"
"8211_lkflag","0.0082(0.0071)","0.0165(0.0049)","0.0172(0.0036)","0.0178(0.0035)","0.0194(0.0034)","0.0226(0.0033)"
"8212_rbf","0.0197(0.0055)","0.0192(0.0053)","0.0162(0.0023)","0.0124(0.0048)","0.0137(0.0036)","0.0122(0.0023)"
"8212_lkflag","0.0063(0.002)","0.0183(0.0052)","0.0188(0.0023)","0.0191(0.0025)","0.0219(0.0036)","0.0213(0.002)"
"8301_rbf","0.0199(0.0053)","0.0172(0.0031)","0.0163(0.0027)","0.0162(0.0013)","0.0164(0.0016)","0.0144(0.0014)"
"8301_lkflag","0.0056(0.0013)","0.0099(0.0015)","0.0101(0.0012)","0.0118(0.0019)","0.0128(0.001)","0.012(0.001)"
"8302_rbf","0.01(0.0029)","0.011(0.0016)","0.0108(0.0012)","0.0106(0.0013)","0.0102(8e-04)","0.0109(0.0011)"
"8302_lkflag","0.0031(0.001)","0.0064(0.001)","0.0078(0.001)","0.0088(8e-04)","0.0085(6e-04)","0.0094(7e-04)"
