"","5000","10000","15000","20000","25000","30000"
"5202_rbf","0.0053(0.0011)","0.0044(0.001)","0.0042(5e-04)","0.0034(4e-04)","0.0034(3e-04)","0.0031(5e-04)"
"5202_lkflag","0.0015(2e-04)","0.0028(4e-04)","0.0033(4e-04)","0.0034(5e-04)","0.0038(2e-04)","0.0039(3e-04)"
"5301_rbf","0.0019(5e-04)","0.0017(6e-04)","0.0014(3e-04)","0.0015(3e-04)","0.0014(2e-04)","0.0013(2e-04)"
"5301_lkflag","9e-04(6e-04)","0.0017(5e-04)","0.0019(3e-04)","0.0018(3e-04)","0.0019(4e-04)","0.0018(2e-04)"
"5302_rbf","0.0047(0.0013)","0.0044(0.0012)","0.0034(6e-04)","0.0031(6e-04)","0.0029(2e-04)","0.0029(4e-04)"
"5302_lkflag","0.003(0.0014)","0.0047(0.0015)","0.0052(0.001)","0.006(0.001)","0.006(0.0012)","0.0061(0.0011)"
"5401_rbf","0.011(0.0029)","0.0099(0.0017)","0.0094(9e-04)","0.0094(0.0013)","0.0087(9e-04)","0.0093(8e-04)"
"5401_lkflag","0.0025(8e-04)","0.005(8e-04)","0.0052(5e-04)","0.0058(4e-04)","0.0063(7e-04)","0.007(6e-04)"
"5402_rbf","0.0185(0.0036)","0.0171(0.0025)","0.0161(0.0028)","0.0161(0.0022)","0.0159(0.002)","0.0153(0.0019)"
"5402_lkflag","0.0056(0.0013)","0.0097(0.0015)","0.0108(0.001)","0.0126(9e-04)","0.013(0.0011)","0.0128(0.0013)"
"6001_rbf","0.0056(0.0014)","0.0056(7e-04)","0.0052(7e-04)","0.0051(4e-04)","0.0047(6e-04)","0.0045(4e-04)"
"6001_lkflag","0.0015(3e-04)","0.0029(3e-04)","0.0035(5e-04)","0.0035(5e-04)","0.0038(3e-04)","0.0036(3e-04)"
"6002_rbf","0.0058(8e-04)","0.0053(5e-04)","0.0054(7e-04)","0.0052(5e-04)","0.0051(5e-04)","0.005(5e-04)"
"6002_lkflag","0.0015(3e-04)","0.0028(4e-04)","0.0035(3e-04)","0.0038(4e-04)","0.0037(3e-04)","0.0041(3e-04)"
"6101_rbf","0.0076(0.002)","0.007(0.0013)","0.0062(7e-04)","0.0056(7e-04)","0.0049(5e-04)","0.0053(6e-04)"
"6101_lkflag","0.0019(6e-04)","0.0041(6e-04)","0.0047(6e-04)","0.0054(6e-04)","0.0051(7e-04)","0.0056(7e-04)"
"6102_rbf","0.0141(0.0039)","0.0119(0.002)","0.0103(0.0025)","0.009(9e-04)","0.0088(0.0013)","0.0086(8e-04)"
"6102_lkflag","0.004(0.0024)","0.0079(0.0011)","0.0087(0.0015)","0.0092(0.0012)","0.0094(7e-04)","0.0097(6e-04)"
"6201_rbf","0.0091(0.002)","0.0075(9e-04)","0.0073(0.0011)","0.0068(0.001)","0.0063(7e-04)","0.0063(6e-04)"
"6201_lkflag","0.0026(6e-04)","0.0042(6e-04)","0.005(6e-04)","0.0054(5e-04)","0.0052(4e-04)","0.0059(6e-04)"
"6202_rbf","0.012(0.0038)","0.0095(0.0016)","0.0083(0.0016)","0.0085(9e-04)","0.0073(0.0016)","0.0072(0.001)"
"6202_lkflag","0.0035(0.0012)","0.007(0.0011)","0.0086(0.0018)","0.0094(0.0011)","0.0106(0.0014)","0.0104(0.0013)"
"6211_rbf","0.0043(0.001)","0.0044(8e-04)","0.0038(0.0012)","0.004(5e-04)","0.004(3e-04)","0.0038(6e-04)"
"6211_lkflag","0.0017(8e-04)","0.0042(7e-04)","0.0048(6e-04)","0.0051(9e-04)","0.0058(6e-04)","0.0058(5e-04)"
"6212_rbf","0.0051(0.0012)","0.0051(8e-04)","0.0047(5e-04)","0.0049(6e-04)","0.0048(7e-04)","0.0045(8e-04)"
"6212_lkflag","0.0021(9e-04)","0.0042(9e-04)","0.0048(8e-04)","0.0051(5e-04)","0.0058(7e-04)","0.0057(7e-04)"
"6221_rbf","0.0052(9e-04)","0.0035(7e-04)","0.0029(6e-04)","0.003(4e-04)","0.0028(3e-04)","0.0025(3e-04)"
"6221_lkflag","0.0019(8e-04)","0.0033(0.001)","0.0042(6e-04)","0.0044(4e-04)","0.0045(7e-04)","0.0047(6e-04)"
"6222_rbf","0.0136(0.0051)","0.0128(0.0024)","0.0099(0.0012)","0.0086(0.0018)","0.0078(9e-04)","0.0082(0.0012)"
"6222_lkflag","0.0033(0.0017)","0.0079(0.0018)","0.0085(0.0014)","0.009(0.0013)","0.0097(0.0011)","0.01(0.0015)"
"6301_rbf","0.0198(0.0041)","0.0189(0.0032)","0.0171(0.0022)","0.0164(0.0019)","0.015(0.0017)","0.0152(0.0014)"
"6301_lkflag","0.005(0.0015)","0.0092(0.0021)","0.0102(9e-04)","0.0109(0.0016)","0.0115(8e-04)","0.0113(7e-04)"
"6302_rbf","0.0159(0.0038)","0.0152(0.0021)","0.0142(0.0014)","0.0119(0.0016)","0.0124(0.0018)","0.0111(0.0012)"
"6302_lkflag","0.0034(0.001)","0.0074(0.0014)","0.0078(9e-04)","0.0084(8e-04)","0.0091(8e-04)","0.0086(6e-04)"
"6401_rbf","0.0055(0.0021)","0.0048(5e-04)","0.0047(8e-04)","0.0042(6e-04)","0.0038(6e-04)","0.0043(5e-04)"
"6401_lkflag","0.0025(0.0015)","0.005(0.001)","0.0057(0.001)","0.0055(6e-04)","0.0055(7e-04)","0.0059(0.001)"
"6402_rbf","0.0035(0.0011)","0.0036(0.001)","0.0033(7e-04)","0.0034(8e-04)","0.003(5e-04)","0.0027(3e-04)"
"6402_lkflag","0.0017(7e-04)","0.0033(7e-04)","0.0035(6e-04)","0.0045(7e-04)","0.0047(6e-04)","0.0044(6e-04)"
"7001_rbf","0.0218(0.0051)","0.0193(0.0044)","0.0164(0.0024)","0.0165(0.0027)","0.0181(0.0023)","0.0167(0.0022)"
"7001_lkflag","0.011(0.0032)","0.0199(0.0019)","0.0212(0.0025)","0.0238(0.0032)","0.0259(0.0021)","0.026(0.0022)"
"7002_rbf","0.0312(0.0094)","0.0218(0.0062)","0.0241(0.005)","0.0226(0.0038)","0.024(0.0036)","0.0208(0.0037)"
"7002_lkflag","0.0102(0.0066)","0.0206(0.0089)","0.0245(0.0032)","0.0297(0.0035)","0.0283(0.0033)","0.028(0.0026)"
"7011_rbf","0.0095(0.0019)","0.0093(0.0017)","0.008(0.0015)","0.008(0.001)","0.008(0.0012)","0.0081(0.0012)"
"7011_lkflag","0.0046(0.0021)","0.0082(0.001)","0.0081(0.001)","0.01(0.0016)","0.0107(0.0014)","0.0113(9e-04)"
"7012_rbf","0.0154(0.004)","0.0172(0.0056)","0.0144(0.0016)","0.0144(0.0024)","0.0121(0.0026)","0.0122(0.0016)"
"7012_lkflag","0.0058(0.0026)","0.014(0.0016)","0.0141(0.0014)","0.0155(0.0018)","0.016(0.0011)","0.0174(0.0019)"
"7021_rbf","0.0073(0.0052)","0.0084(0.0037)","0.0068(0.0023)","0.0061(0.0018)","0.0056(0.0011)","0.0056(0.0014)"
"7021_lkflag","0.0073(0.0046)","0.0149(0.0059)","0.0145(0.004)","0.0149(0.0023)","0.0169(0.0024)","0.0173(0.0037)"
"7022_rbf","0.0218(0.0083)","0.0143(0.0027)","0.0105(0.0015)","0.0093(0.002)","0.0077(0.0016)","0.0073(0.0012)"
"7022_lkflag","0.0076(0.0057)","0.0183(0.0052)","0.0175(0.0042)","0.0218(0.0058)","0.0221(0.0039)","0.021(0.0043)"
"7101_rbf","0.0196(0.0087)","0.0161(0.0045)","0.0178(0.0046)","0.019(0.0032)","0.0155(0.0034)","0.0154(0.0025)"
"7101_lkflag","0.0081(0.0039)","0.0163(0.0027)","0.0223(0.0031)","0.0225(0.0029)","0.0234(0.0034)","0.0233(0.0031)"
"7102_rbf","0.0173(0.0049)","0.0128(0.0039)","0.0148(0.0032)","0.0145(0.0032)","0.0132(0.0014)","0.0123(0.0016)"
"7102_lkflag","0.0074(0.0025)","0.013(0.004)","0.0159(0.003)","0.0174(0.0036)","0.0174(0.0014)","0.018(0.0024)"
"8101_rbf","0.004(0.0021)","0.0036(8e-04)","0.0043(0.0013)","0.0034(9e-04)","0.0028(8e-04)","0.0027(6e-04)"
"8101_lkflag","0.0045(0.004)","0.0071(0.0017)","0.009(0.0014)","0.0095(0.0027)","0.0083(0.002)","0.01(0.0014)"
"8102_rbf","0.0087(0.0035)","0.0091(0.0043)","0.0079(0.0026)","0.0059(0.0013)","0.0054(7e-04)","0.0058(0.0011)"
"8102_lkflag","0.0099(0.007)","0.0156(0.0065)","0.0205(0.0058)","0.0176(0.0039)","0.0158(0.0032)","0.0171(0.0038)"
"8111_rbf","0.0062(0.0015)","0.0057(9e-04)","0.0055(0.0012)","0.0052(5e-04)","0.0053(8e-04)","0.0046(7e-04)"
"8111_lkflag","0.0019(5e-04)","0.0032(6e-04)","0.0039(3e-04)","0.004(4e-04)","0.0043(5e-04)","0.0042(4e-04)"
"8112_rbf","0.0071(0.0013)","0.0074(0.0018)","0.0068(8e-04)","0.006(6e-04)","0.0066(6e-04)","0.0061(7e-04)"
"8112_lkflag","0.0021(3e-04)","0.0048(8e-04)","0.0054(7e-04)","0.0053(7e-04)","0.006(6e-04)","0.0059(6e-04)"
"8121_rbf","0.0132(0.0065)","0.0127(0.0033)","0.0126(0.0024)","0.0118(0.0024)","0.0103(0.0021)","0.0095(0.0017)"
"8121_lkflag","0.0077(0.0045)","0.0113(0.0045)","0.0121(0.0024)","0.014(0.0019)","0.0146(0.0016)","0.0141(0.0023)"
"8122_rbf","0.0149(0.0053)","0.0129(0.0037)","0.0099(0.0021)","0.0114(0.004)","0.01(0.0014)","0.0102(0.0014)"
"8122_lkflag","0.0077(0.0042)","0.0144(0.0032)","0.0144(0.0036)","0.018(0.0041)","0.0171(0.0032)","0.0183(0.0033)"
"8201_rbf","0.0053(6e-04)","0.0049(5e-04)","0.0048(4e-04)","0.0045(3e-04)","0.0046(2e-04)","0.0045(3e-04)"
"8201_lkflag","0.0012(2e-04)","0.0021(3e-04)","0.0023(1e-04)","0.0024(2e-04)","0.0025(1e-04)","0.0026(2e-04)"
"8202_rbf","0.0078(0.001)","0.0072(7e-04)","0.0066(6e-04)","0.0067(7e-04)","0.0066(4e-04)","0.0067(3e-04)"
"8202_lkflag","0.0015(3e-04)","0.0031(4e-04)","0.0037(4e-04)","0.004(3e-04)","0.004(4e-04)","0.0042(2e-04)"
"8211_rbf","0.0056(0.0023)","0.0047(8e-04)","0.004(0.0013)","0.004(0.001)","0.004(9e-04)","0.0041(8e-04)"
"8211_lkflag","0.0035(0.0021)","0.0056(0.0019)","0.0063(0.0018)","0.0068(9e-04)","0.0073(0.0012)","0.0075(6e-04)"
"8212_rbf","0.0044(0.002)","0.005(0.002)","0.0039(8e-04)","0.0036(9e-04)","0.0035(8e-04)","0.0036(9e-04)"
"8212_lkflag","0.0022(7e-04)","0.006(0.0023)","0.0069(0.0018)","0.0067(0.0018)","0.0065(0.0017)","0.0074(0.0011)"
"8301_rbf","0.0058(0.001)","0.006(7e-04)","0.0059(8e-04)","0.006(5e-04)","0.0059(6e-04)","0.0057(5e-04)"
"8301_lkflag","0.0015(4e-04)","0.0034(5e-04)","0.004(5e-04)","0.0044(3e-04)","0.0045(4e-04)","0.0044(2e-04)"
"8302_rbf","0.0106(0.002)","0.0101(0.0013)","0.0106(6e-04)","0.0102(0.0011)","0.0103(6e-04)","0.0096(6e-04)"
"8302_lkflag","0.0025(6e-04)","0.0061(7e-04)","0.0063(8e-04)","0.0076(5e-04)","0.0075(7e-04)","0.0074(6e-04)"
