"","5000","10000","15000","20000","25000","30000"
"2331_rbf","0.0121(0.0055)","0.0124(0.0028)","0.0113(0.0025)","0.0106(0.0016)","0.0106(0.0017)","0.0108(0.0013)"
"2331_lkflag","0.0057(0.0037)","0.0094(0.0019)","0.0124(0.0027)","0.0126(0.002)","0.0128(0.0013)","0.0143(0.0023)"
"2332_rbf","0.0086(0.0019)","0.0079(0.0016)","0.0074(0.001)","0.0074(0.0013)","0.0068(9e-04)","0.0071(8e-04)"
"2332_lkflag","0.0033(0.0011)","0.0062(9e-04)","0.0075(0.0013)","0.0073(0.0011)","0.0079(9e-04)","0.0085(0.001)"
"2401_rbf","0.0156(0.0024)","0.0129(0.0015)","0.0149(0.0021)","0.0138(9e-04)","0.0127(8e-04)","0.0126(0.0012)"
"2401_lkflag","0.0055(0.0024)","0.0107(0.002)","0.0118(0.0014)","0.013(0.0015)","0.0132(0.0011)","0.0133(0.0015)"
"2402_rbf","0.0131(0.0025)","0.0137(0.0018)","0.0112(0.0015)","0.0114(9e-04)","0.011(0.0011)","0.0106(7e-04)"
"2402_lkflag","0.005(0.0015)","0.0085(0.0014)","0.0082(0.0012)","0.0094(0.0012)","0.0093(5e-04)","0.0101(0.001)"
"2501_rbf","0.1248(0.0651)","0.0736(0.0146)","0.0702(0.0271)","0.059(0.0142)","0.0513(0.0084)","0.0536(0.0107)"
"2501_lkflag","0.0335(0.0317)","0.0838(0.0369)","0.095(0.0292)","0.1023(0.0251)","0.1062(0.0221)","0.1036(0.0284)"
"2502_rbf","0.0365(0.025)","0.0366(0.0178)","0.0423(0.0178)","0.0336(0.0079)","0.0361(0.012)","0.0272(0.0099)"
"2502_lkflag","0.0263(0.016)","0.0578(0.0239)","0.0933(0.0291)","0.0781(0.0134)","0.0959(0.0253)","0.0862(0.0176)"
"2601_rbf","0.0413(0.0083)","0.0433(0.0087)","0.0448(0.0043)","0.0422(0.0043)","0.0414(0.0045)","0.0403(0.0031)"
"2601_lkflag","0.0101(0.0031)","0.0236(0.0044)","0.0269(0.0044)","0.028(0.0036)","0.0297(0.0026)","0.0299(0.0021)"
"2602_rbf","0.0453(0.0067)","0.0435(0.0053)","0.0411(0.0048)","0.0422(0.0054)","0.0411(0.0032)","0.0402(0.0029)"
"2602_lkflag","0.0125(0.0037)","0.0257(0.0051)","0.0284(0.0043)","0.0308(0.0026)","0.0316(0.0028)","0.0329(0.0027)"
"2611_rbf","0.036(0.0116)","0.04(0.0054)","0.0397(0.0131)","0.0414(0.0101)","0.0414(0.0086)","0.04(0.0053)"
"2611_lkflag","0.0199(0.0151)","0.0375(0.0096)","0.0461(0.0096)","0.057(0.0133)","0.0569(0.0081)","0.0556(0.0082)"
"2612_rbf","0.0378(0.0146)","0.0339(0.0093)","0.0401(0.008)","0.0445(0.0047)","0.0374(0.0056)","0.0422(0.0057)"
"2612_lkflag","0.0229(0.0101)","0.0418(0.0135)","0.0493(0.0109)","0.0572(0.0086)","0.0549(0.0095)","0.0599(0.007)"
"2701_rbf","0.0631(0.0195)","0.06(0.013)","0.0516(0.0129)","0.0495(0.0067)","0.0508(0.0107)","0.048(0.0068)"
"2701_lkflag","0.0343(0.0172)","0.0685(0.0086)","0.0708(0.0116)","0.084(0.0073)","0.0827(0.008)","0.0819(0.0102)"
"2702_rbf","0.0647(0.0176)","0.0597(0.0176)","0.05(0.0107)","0.0451(0.0111)","0.0485(0.0093)","0.0535(0.0077)"
"2702_lkflag","0.0387(0.0219)","0.055(0.0169)","0.0611(0.0119)","0.0665(0.0122)","0.068(0.0057)","0.075(0.0057)"
"3001_rbf","0.0199(0.0043)","0.0263(0.0045)","0.0273(0.0051)","0.0259(0.0033)","0.025(0.0023)","0.0262(0.0026)"
"3001_lkflag","0.0085(0.003)","0.0246(0.0042)","0.0262(0.0027)","0.027(0.0038)","0.0284(0.0026)","0.031(0.0021)"
"3002_rbf","0.0279(0.0081)","0.0226(0.0033)","0.0228(0.0048)","0.0235(0.0032)","0.021(0.0026)","0.021(0.0023)"
"3002_lkflag","0.0099(0.0037)","0.0166(0.002)","0.0184(0.0027)","0.0216(0.002)","0.0202(0.0013)","0.0212(0.0018)"
"4001_rbf","0.0776(0.0213)","0.0614(0.0107)","0.0668(0.0144)","0.0618(0.0128)","0.0576(0.0075)","0.0645(0.0068)"
"4001_lkflag","0.0249(0.0106)","0.039(0.0059)","0.0469(0.0098)","0.0526(0.0073)","0.0587(0.0071)","0.0582(0.0068)"
"4002_rbf","0.0533(0.0156)","0.0521(0.0152)","0.0504(0.0121)","0.0422(0.0105)","0.0391(0.0075)","0.0411(0.0052)"
"4002_lkflag","0.019(0.0062)","0.0348(0.006)","0.0426(0.0033)","0.0414(0.0044)","0.0464(0.0077)","0.0467(0.0051)"
"4011_rbf","0.0377(0.0107)","0.0393(0.0063)","0.0353(0.0061)","0.0355(0.0053)","0.0326(0.0045)","0.0336(0.0037)"
"4011_lkflag","0.0103(0.0031)","0.0198(0.0033)","0.0231(0.0026)","0.0246(0.004)","0.0255(0.0024)","0.0267(0.002)"
"4012_rbf","0.0293(0.0078)","0.0306(0.0035)","0.0326(0.0044)","0.0323(0.0029)","0.0312(0.0034)","0.0308(0.0024)"
"4012_lkflag","0.0098(0.0017)","0.0181(0.0019)","0.0235(0.0032)","0.0244(0.0019)","0.0249(0.0025)","0.024(0.0023)"
"4021_rbf","0.0236(0.0098)","0.0199(0.0068)","0.0181(0.0044)","0.0172(0.005)","0.0181(0.0032)","0.0155(0.002)"
"4021_lkflag","0.0124(0.0093)","0.0298(0.0063)","0.0436(0.0072)","0.0409(0.009)","0.0441(0.0096)","0.0447(0.0069)"
"4022_rbf","0.019(0.0063)","0.026(0.0082)","0.0239(0.0054)","0.0216(0.0055)","0.0164(0.0037)","0.0143(0.0046)"
"4022_lkflag","0.009(0.0057)","0.0274(0.0112)","0.0288(0.0072)","0.0315(0.0064)","0.0274(0.0055)","0.0314(0.0058)"
"4101_rbf","0.0278(0.0051)","0.0229(0.0034)","0.0203(0.0058)","0.0189(0.0045)","0.0206(0.0046)","0.017(0.002)"
"4101_lkflag","0.015(0.0081)","0.0268(0.0051)","0.0325(0.0039)","0.0349(0.007)","0.0322(0.0045)","0.0374(0.0042)"
"4102_rbf","0.022(0.008)","0.0161(0.0041)","0.0168(0.0035)","0.0147(0.0028)","0.0138(0.0015)","0.0125(0.0025)"
"4102_lkflag","0.01(0.0034)","0.0198(0.0054)","0.0206(0.0038)","0.0205(0.0036)","0.0249(0.0037)","0.0237(0.0028)"
"4111_rbf","0.0387(0.0194)","0.0376(0.012)","0.0372(0.0036)","0.0362(0.0089)","0.032(0.0086)","0.0369(0.0066)"
"4111_lkflag","0.0169(0.0073)","0.0302(0.0105)","0.0349(0.0045)","0.0362(0.006)","0.0405(0.008)","0.0424(0.0064)"
"4112_rbf","0.0451(0.0137)","0.0536(0.014)","0.0463(0.0095)","0.0375(0.0113)","0.0413(0.0095)","0.0371(0.0064)"
"4112_lkflag","0.0159(0.0082)","0.0374(0.009)","0.0411(0.0059)","0.0416(0.0057)","0.0424(0.0061)","0.0474(0.0054)"
"4201_rbf","0.0445(0.0249)","0.037(0.0185)","0.0277(0.0093)","0.0303(0.0095)","0.0262(0.0042)","0.023(0.0053)"
"4201_lkflag","0.0568(0.0408)","0.0926(0.0512)","0.0745(0.0182)","0.1022(0.0288)","0.0858(0.0195)","0.0802(0.0171)"
"4202_rbf","0.0156(0.0112)","0.015(0.0061)","0.0111(0.0027)","0.0113(0.0033)","0.0096(0.0022)","0.0077(0.0014)"
"4202_lkflag","0.0111(0.0115)","0.029(0.0152)","0.0287(0.0104)","0.0315(0.0098)","0.0354(0.0095)","0.0322(0.0067)"
"5001_rbf","0.0136(0.0036)","0.015(0.003)","0.0126(0.0016)","0.0125(0.0013)","0.0123(0.0015)","0.0121(0.0011)"
"5001_lkflag","0.0044(0.0013)","0.0094(0.0016)","0.01(0.001)","0.0113(0.0012)","0.0116(0.0011)","0.0121(0.001)"
"5002_rbf","0.0168(0.0053)","0.0174(0.0039)","0.0161(0.0034)","0.0166(0.0019)","0.0143(0.0016)","0.014(0.0017)"
"5002_lkflag","0.0063(0.0025)","0.0125(0.0029)","0.0129(0.0018)","0.0151(0.0021)","0.0155(0.0026)","0.0147(0.0023)"
"5011_rbf","0.0144(0.0047)","0.0111(0.0039)","0.0099(0.0017)","0.0091(0.0014)","0.009(0.001)","0.0089(0.0016)"
"5011_lkflag","0.0049(0.0017)","0.0088(0.0019)","0.01(0.0017)","0.011(0.0011)","0.0111(0.0013)","0.0117(0.0013)"
"5012_rbf","0.0102(0.0031)","0.009(0.0023)","0.0078(0.0024)","0.0072(0.0021)","0.0073(0.0015)","0.0065(0.001)"
"5012_lkflag","0.003(8e-04)","0.0076(0.0029)","0.0086(0.0022)","0.0087(0.0022)","0.0099(0.0013)","0.0098(0.0022)"
"5021_rbf","0.0233(0.0043)","0.02(0.0032)","0.0207(0.0038)","0.0215(0.002)","0.0197(0.0021)","0.0197(0.0018)"
"5021_lkflag","0.0089(0.0031)","0.0131(0.002)","0.0168(0.0019)","0.018(0.0017)","0.0189(0.002)","0.0196(0.0013)"
"5022_rbf","0.0162(0.003)","0.0159(0.0022)","0.0146(0.0022)","0.0144(0.0012)","0.0144(0.0019)","0.0136(0.0019)"
"5022_lkflag","0.0056(0.001)","0.0111(0.0012)","0.013(0.0015)","0.0134(0.0013)","0.0137(0.0012)","0.014(0.0014)"
"5101_rbf","0.0167(0.0054)","0.0154(0.0042)","0.0141(0.0044)","0.012(0.0019)","0.0123(0.0022)","0.0124(0.0022)"
"5101_lkflag","0.0067(0.0024)","0.0119(0.0035)","0.0146(0.0028)","0.0146(0.0023)","0.0169(0.0034)","0.0177(0.0021)"
"5102_rbf","0.0114(0.004)","0.0105(0.0028)","0.0088(0.002)","0.0083(0.0019)","0.0072(0.0017)","0.0073(5e-04)"
"5102_lkflag","0.0035(6e-04)","0.0073(8e-04)","0.0076(0.0011)","0.0088(8e-04)","0.0088(7e-04)","0.0088(7e-04)"
"5201_rbf","0.0138(0.0023)","0.0124(0.0014)","0.0111(0.0017)","0.0103(0.0013)","0.01(9e-04)","0.01(5e-04)"
"5201_lkflag","0.0039(0.001)","0.0065(7e-04)","0.0073(8e-04)","0.0079(5e-04)","0.0088(7e-04)","0.0091(6e-04)"
"5202_rbf","0.0081(0.0016)","0.0076(0.002)","0.0075(0.0013)","0.0068(0.001)","0.0065(8e-04)","0.0062(7e-04)"
"5202_lkflag","0.003(5e-04)","0.0051(8e-04)","0.0057(9e-04)","0.0057(6e-04)","0.0059(4e-04)","0.0063(5e-04)"
"5301_rbf","0.008(0.0018)","0.0061(0.001)","0.006(0.0012)","0.0058(0.0011)","0.0051(8e-04)","0.0049(9e-04)"
"5301_lkflag","0.0023(8e-04)","0.0053(6e-04)","0.0052(7e-04)","0.0063(0.0011)","0.0059(5e-04)","0.0061(7e-04)"
"5302_rbf","0.0085(0.0015)","0.007(0.0015)","0.0066(0.0018)","0.0066(0.0013)","0.0054(0.001)","0.0054(8e-04)"
"5302_lkflag","0.003(0.0018)","0.0072(0.0018)","0.0073(0.001)","0.0088(0.0016)","0.0078(0.0011)","0.0082(0.0012)"
"5401_rbf","0.0239(0.0072)","0.0222(0.0028)","0.0236(0.0036)","0.0245(0.0019)","0.0238(0.0024)","0.0232(0.0023)"
"5401_lkflag","0.0089(0.0025)","0.0157(0.0028)","0.0185(0.0028)","0.0196(0.0024)","0.0216(0.0019)","0.0203(0.0017)"
"5402_rbf","0.0268(0.0064)","0.029(0.006)","0.0243(0.004)","0.0272(0.0026)","0.0251(0.0029)","0.0251(0.0031)"
"5402_lkflag","0.0072(0.0015)","0.0162(0.0021)","0.0177(0.0034)","0.0199(0.0017)","0.0188(0.0012)","0.0199(0.0015)"
"6001_rbf","0.0071(0.0012)","0.0073(0.001)","0.0069(7e-04)","0.0064(7e-04)","0.0064(9e-04)","0.0064(6e-04)"
"6001_lkflag","0.0019(6e-04)","0.0041(5e-04)","0.0048(4e-04)","0.0048(6e-04)","0.0051(5e-04)","0.0053(3e-04)"
"6002_rbf","0.009(0.0018)","0.0079(0.0012)","0.0079(0.0012)","0.008(0.0012)","0.0069(6e-04)","0.0074(7e-04)"
"6002_lkflag","0.0023(7e-04)","0.0045(9e-04)","0.0053(5e-04)","0.0058(4e-04)","0.0061(4e-04)","0.006(5e-04)"
"6101_rbf","0.0122(0.0037)","0.0117(0.0026)","0.0106(0.0014)","0.0094(0.0013)","0.0083(9e-04)","0.0076(0.001)"
"6101_lkflag","0.0043(0.0018)","0.0085(0.0015)","0.0083(0.0013)","0.009(8e-04)","0.0097(7e-04)","0.0098(0.0012)"
"6102_rbf","0.0119(0.0025)","0.0103(0.0019)","0.01(0.0013)","0.0097(0.0022)","0.0095(0.0013)","0.0085(9e-04)"
"6102_lkflag","0.0044(0.0016)","0.0076(0.0012)","0.0096(0.0016)","0.0095(0.0015)","0.0108(0.0017)","0.0104(4e-04)"
"6201_rbf","0.0087(0.0025)","0.0097(0.0014)","0.0078(0.0018)","0.0076(9e-04)","0.0082(7e-04)","0.0082(0.001)"
"6201_lkflag","0.002(4e-04)","0.005(6e-04)","0.0052(6e-04)","0.0057(7e-04)","0.0058(4e-04)","0.0062(4e-04)"
"6202_rbf","0.0075(0.0034)","0.0061(0.0014)","0.0064(0.0016)","0.0059(0.0015)","0.0052(0.0011)","0.0048(9e-04)"
"6202_lkflag","0.0034(0.0021)","0.006(0.0012)","0.0072(0.0018)","0.0075(8e-04)","0.0084(0.0011)","0.0081(8e-04)"
"6211_rbf","0.0035(9e-04)","0.004(9e-04)","0.0035(5e-04)","0.0038(7e-04)","0.0033(6e-04)","0.0035(2e-04)"
"6211_lkflag","0.0018(8e-04)","0.0031(8e-04)","0.0034(4e-04)","0.0042(7e-04)","0.004(5e-04)","0.0042(2e-04)"
"6212_rbf","0.0048(0.0013)","0.0043(7e-04)","0.0042(5e-04)","0.0038(5e-04)","0.0039(4e-04)","0.0037(5e-04)"
"6212_lkflag","0.0015(5e-04)","0.0029(5e-04)","0.0037(5e-04)","0.0038(3e-04)","0.004(4e-04)","0.004(4e-04)"
"6221_rbf","0.012(0.0033)","0.0121(0.003)","0.0096(0.0037)","0.007(0.0022)","0.0077(0.0016)","0.0076(0.0019)"
"6221_lkflag","0.0055(0.0032)","0.0105(0.002)","0.0109(0.002)","0.0113(0.0026)","0.0116(0.0021)","0.0115(0.0015)"
"6222_rbf","0.0124(0.0031)","0.0101(0.0026)","0.0077(0.002)","0.0083(0.002)","0.0078(6e-04)","0.0065(0.001)"
"6222_lkflag","0.0036(0.0014)","0.0061(0.0014)","0.0093(0.0016)","0.0087(0.0015)","0.0092(7e-04)","0.0098(9e-04)"
"6301_rbf","0.0167(0.0017)","0.016(0.0031)","0.0158(0.0013)","0.0148(0.0015)","0.0145(0.0016)","0.0139(0.0014)"
"6301_lkflag","0.0051(0.0012)","0.0092(0.0014)","0.0106(0.0011)","0.0118(8e-04)","0.0121(8e-04)","0.0122(0.0011)"
"6302_rbf","0.0206(0.0056)","0.0233(0.0029)","0.0199(0.0023)","0.0185(0.0023)","0.0178(0.0014)","0.0175(0.0021)"
"6302_lkflag","0.005(0.0022)","0.0094(0.0013)","0.0109(0.0013)","0.0115(0.0022)","0.012(8e-04)","0.012(0.0013)"
"6401_rbf","0.007(0.0015)","0.0052(0.0019)","0.0052(9e-04)","0.0049(6e-04)","0.0046(5e-04)","0.0043(6e-04)"
"6401_lkflag","0.003(0.0013)","0.0045(0.0015)","0.0049(9e-04)","0.0057(9e-04)","0.0059(7e-04)","0.0062(9e-04)"
"6402_rbf","0.0068(0.0015)","0.0062(0.0014)","0.0059(0.0012)","0.0053(6e-04)","0.0051(7e-04)","0.0047(0.001)"
"6402_lkflag","0.0035(0.0017)","0.0066(0.0014)","0.0079(0.001)","0.0077(8e-04)","0.0085(0.0011)","0.0087(0.001)"
"7001_rbf","0.0406(0.0085)","0.0382(0.0106)","0.0377(0.0083)","0.0399(0.0062)","0.0355(0.0052)","0.0383(0.0052)"
"7001_lkflag","0.0183(0.0105)","0.0352(0.0082)","0.0414(0.0053)","0.0492(0.0056)","0.0489(0.0073)","0.0489(0.0043)"
"7002_rbf","0.0414(0.0082)","0.039(0.0102)","0.0362(0.0087)","0.0352(0.0075)","0.0398(0.0065)","0.0343(0.0058)"
"7002_lkflag","0.0164(0.0029)","0.0297(0.0093)","0.0333(0.0053)","0.037(0.0047)","0.0392(0.0048)","0.0393(0.0057)"
"7011_rbf","0.0306(0.0064)","0.0327(0.0092)","0.0306(0.0028)","0.0332(0.006)","0.0318(0.0039)","0.0306(0.0056)"
"7011_lkflag","0.014(0.0054)","0.0295(0.01)","0.0313(0.0059)","0.0376(0.0051)","0.0395(0.0037)","0.0386(0.0026)"
"7012_rbf","0.0202(0.0065)","0.0174(0.0033)","0.0192(0.0047)","0.0171(0.0018)","0.0185(0.0035)","0.0182(0.0022)"
"7012_lkflag","0.0081(0.0053)","0.0162(0.0031)","0.0183(0.0042)","0.0195(0.0017)","0.0215(0.0028)","0.023(0.0017)"
"7021_rbf","0.0265(0.0133)","0.026(0.0081)","0.0244(0.0053)","0.0201(0.0057)","0.0194(0.0065)","0.0172(0.0066)"
"7021_lkflag","0.0165(0.0165)","0.0316(0.0132)","0.0361(0.0092)","0.0401(0.0115)","0.0393(0.0102)","0.0437(0.014)"
"7022_rbf","0.0174(0.0117)","0.012(0.0032)","0.0109(0.003)","0.0128(0.0033)","0.012(0.0019)","0.0122(0.0037)"
"7022_lkflag","0.0098(0.0097)","0.0181(0.0057)","0.0188(0.0048)","0.0234(0.0045)","0.0232(0.0044)","0.0238(0.0031)"
"7101_rbf","0.0477(0.0165)","0.0371(0.0102)","0.0337(0.005)","0.034(0.0042)","0.0321(0.004)","0.0325(0.0049)"
"7101_lkflag","0.0178(0.0068)","0.0376(0.009)","0.0393(0.0049)","0.046(0.0052)","0.0474(0.0066)","0.0449(0.0069)"
"7102_rbf","0.0299(0.0059)","0.028(0.0062)","0.0271(0.0021)","0.028(0.0046)","0.0256(0.0058)","0.022(0.0032)"
"7102_lkflag","0.0146(0.003)","0.0275(0.0066)","0.0317(0.0043)","0.0343(0.0038)","0.0346(0.0049)","0.0364(0.0031)"
"8101_rbf","0.0122(0.0067)","0.0125(0.0072)","0.0094(0.0039)","0.0086(0.0037)","0.008(0.0033)","0.0086(0.0027)"
"8101_lkflag","0.0085(0.0065)","0.0156(0.0086)","0.0176(0.0059)","0.0169(0.0058)","0.0202(0.0037)","0.019(0.004)"
"8102_rbf","0.0048(0.0017)","0.0045(0.0016)","0.004(0.0011)","0.0039(6e-04)","0.0041(0.001)","0.0035(7e-04)"
"8102_lkflag","0.003(0.0013)","0.0052(0.003)","0.0065(0.0022)","0.0081(0.0018)","0.0088(0.0016)","0.0083(0.0016)"
"8111_rbf","0.0153(0.0041)","0.0132(0.0019)","0.0129(0.0011)","0.0124(0.0013)","0.0113(0.0013)","0.0115(9e-04)"
"8111_lkflag","0.0053(0.0018)","0.0094(0.0011)","0.0116(0.0013)","0.0111(0.0012)","0.0117(7e-04)","0.0117(4e-04)"
"8112_rbf","0.0081(0.0015)","0.0078(0.0013)","0.0076(0.0014)","0.0077(5e-04)","0.0072(6e-04)","0.0072(8e-04)"
"8112_lkflag","0.0028(6e-04)","0.0049(8e-04)","0.0051(8e-04)","0.0058(5e-04)","0.0061(6e-04)","0.0064(7e-04)"
"8121_rbf","0.0213(0.0097)","0.0155(0.0039)","0.0153(0.0023)","0.0172(0.0037)","0.0141(0.0022)","0.016(0.0016)"
"8121_lkflag","0.0083(0.0021)","0.0146(0.0028)","0.0177(0.0029)","0.0192(0.0026)","0.0179(0.0016)","0.0196(0.0017)"
"8122_rbf","0.0189(0.0055)","0.0175(0.0048)","0.0186(0.0058)","0.0163(0.0043)","0.0138(0.0029)","0.013(0.002)"
"8122_lkflag","0.0086(0.0053)","0.0178(0.0047)","0.0226(0.0048)","0.0231(0.0041)","0.0243(0.0022)","0.0231(0.0039)"
"8201_rbf","0.0182(0.0028)","0.019(0.0021)","0.0179(0.0014)","0.0167(0.0013)","0.0162(0.0012)","0.0162(0.001)"
"8201_lkflag","0.0044(0.0018)","0.0101(0.0022)","0.0106(0.001)","0.0114(0.0014)","0.0119(0.0012)","0.0126(0.0012)"
"8202_rbf","0.0111(0.0017)","0.0105(0.0012)","0.0098(0.0014)","0.009(7e-04)","0.0092(7e-04)","0.0092(7e-04)"
"8202_lkflag","0.0027(8e-04)","0.0053(0.001)","0.0061(7e-04)","0.0062(6e-04)","0.0065(7e-04)","0.0066(5e-04)"
"8211_rbf","0.0305(0.0127)","0.0241(0.0087)","0.0227(0.0061)","0.0175(0.0027)","0.0167(0.0031)","0.0152(0.0033)"
"8211_lkflag","0.0137(0.0061)","0.0216(0.0091)","0.0232(0.0041)","0.0288(0.0037)","0.027(0.0047)","0.0278(0.0043)"
"8212_rbf","0.0292(0.0124)","0.0265(0.0072)","0.0228(0.0047)","0.0199(0.0047)","0.019(0.0043)","0.0171(0.0034)"
"8212_lkflag","0.0112(0.0062)","0.0229(0.0038)","0.0302(0.0048)","0.0276(0.0046)","0.0298(0.0052)","0.0282(0.0043)"
"8301_rbf","0.0203(0.0031)","0.0189(0.0035)","0.0193(0.0026)","0.0195(0.0025)","0.0189(0.0019)","0.0181(0.0016)"
"8301_lkflag","0.007(0.0023)","0.0132(0.0024)","0.0149(0.0023)","0.015(0.002)","0.0162(0.0018)","0.0166(0.0016)"
"8302_rbf","0.0184(0.0041)","0.0183(0.002)","0.0163(0.0026)","0.0173(0.002)","0.0159(0.0025)","0.0161(0.0015)"
"8302_lkflag","0.0042(0.001)","0.01(0.0016)","0.0103(0.0011)","0.0128(0.0016)","0.0134(8e-04)","0.0134(9e-04)"
