"","500","1000","2000","5000","10000","20000"
"2301_lkflag","0.0499(0.0551)","0.1094(0.0539)","0.164(0.0966)","0.1139(0.0367)","0.1175(0.0176)","0.1274(0.0217)"
"2302_rbf","0.0931(0.0928)","0.1552(0.1056)","0.2269(0.1265)","0.1756(0.0737)","0.1631(0.0239)","0.1609(0.0234)"
"2302_lkflag","0.0371(0.0356)","0.0799(0.0505)","0.1454(0.083)","0.1169(0.0479)","0.1251(0.0273)","0.1229(0.0197)"
"2311_rbf","0.0813(0.0699)","0.0743(0.0273)","0.0948(0.031)","0.086(0.0099)","0.087(0.0134)","0.088(0.0109)"
"2311_lkflag","0.0289(0.0242)","0.0476(0.021)","0.0677(0.0152)","0.0611(0.0079)","0.0678(0.0093)","0.0707(0.007)"
"2312_rbf","0.1451(0.1438)","0.1856(0.1162)","0.1377(0.0375)","0.1253(0.0233)","0.1297(0.017)","0.124(0.0173)"
"2312_lkflag","0.0603(0.0511)","0.1025(0.061)","0.0877(0.0243)","0.0921(0.0127)","0.1048(0.0135)","0.1011(0.0124)"
"2321_rbf","0.0498(0.0358)","0.0554(0.0221)","0.0535(0.0244)","0.0599(0.0146)","0.058(0.0079)","0.0591(0.0075)"
"2321_lkflag","0.0183(0.0107)","0.0412(0.0118)","0.0429(0.0194)","0.0486(0.0109)","0.0477(0.009)","0.0481(0.0055)"
"2322_rbf","0.0554(0.0542)","0.0774(0.0367)","0.0609(0.0232)","0.0952(0.0324)","0.09(0.0165)","0.092(0.0134)"
"2322_lkflag","0.0255(0.0166)","0.0388(0.0221)","0.0367(0.0145)","0.0627(0.0197)","0.055(0.0119)","0.0634(0.0105)"
"2331_rbf","0.0335(0.0403)","0.0348(0.0191)","0.0298(0.0151)","0.0302(0.0074)","0.0373(0.0086)","0.0387(0.005)"
"2331_lkflag","0.0302(0.0455)","0.0307(0.0148)","0.0372(0.016)","0.0366(0.0112)","0.0371(0.0097)","0.0382(0.0057)"
"2332_rbf","0.0222(0.017)","0.0274(0.0181)","0.0215(0.0075)","0.0181(0.0054)","0.0199(0.0057)","0.0219(0.0045)"
"2332_lkflag","0.0137(0.011)","0.011(0.0063)","0.0132(0.0065)","0.0154(0.0049)","0.0168(0.0045)","0.0179(0.0037)"
"2401_rbf","0.1157(0.1302)","0.0939(0.0713)","0.0847(0.0423)","0.1011(0.0249)","0.0952(0.0162)","0.0899(0.0134)"
"2401_lkflag","0.038(0.0366)","0.0357(0.0161)","0.0443(0.0172)","0.0605(0.0146)","0.0615(0.0104)","0.06(0.0079)"
"2402_rbf","0.0848(0.1596)","0.0563(0.0333)","0.0753(0.0355)","0.0602(0.0153)","0.0646(0.0174)","0.0529(0.0067)"
"2402_lkflag","0.0352(0.0494)","0.0293(0.0173)","0.0485(0.0221)","0.0465(0.0106)","0.0496(0.0142)","0.0429(0.004)"
"2501_rbf","0.144(0.2346)","0.1338(0.1682)","0.0977(0.0896)","0.0692(0.0326)","0.0812(0.0323)","0.0751(0.0299)"
"2501_lkflag","0.1137(0.1165)","0.0968(0.1235)","0.0842(0.0829)","0.0591(0.0243)","0.0629(0.0317)","0.0577(0.0218)"
"2502_rbf","0.07(0.056)","0.0926(0.089)","0.1171(0.0578)","0.0699(0.027)","0.0726(0.0311)","0.0802(0.0204)"
"2502_lkflag","0.0514(0.046)","0.0632(0.0637)","0.086(0.0364)","0.0666(0.0291)","0.0626(0.0203)","0.073(0.0175)"
"2601_rbf","0.1335(0.0694)","0.119(0.0416)","0.1052(0.0352)","0.0913(0.0231)","0.0827(0.0185)","0.0828(0.0057)"
"2601_lkflag","0.0434(0.0201)","0.0461(0.019)","0.055(0.0161)","0.0541(0.0158)","0.0484(0.0091)","0.0515(0.0049)"
"2602_rbf","0.0573(0.0477)","0.0506(0.037)","0.0664(0.0426)","0.0437(0.0146)","0.0426(0.0105)","0.0381(0.0071)"
"2602_lkflag","0.0234(0.0113)","0.0343(0.0183)","0.0472(0.0228)","0.043(0.0102)","0.0392(0.0052)","0.0442(0.0058)"
"2611_rbf","0.1329(0.1617)","0.127(0.0663)","0.2068(0.1603)","0.2343(0.1272)","0.195(0.055)","0.205(0.0286)"
"2611_lkflag","0.0526(0.0493)","0.1036(0.0686)","0.09(0.0543)","0.1628(0.0866)","0.1507(0.0436)","0.1565(0.0248)"
"2612_rbf","0.2306(0.1632)","0.1888(0.1315)","0.159(0.1036)","0.1481(0.0372)","0.1211(0.0355)","0.129(0.0279)"
"2612_lkflag","0.1087(0.1292)","0.1045(0.0741)","0.139(0.0806)","0.1318(0.0289)","0.1161(0.0296)","0.1267(0.0218)"
"2701_rbf","0.0524(0.0418)","0.0515(0.0632)","0.1105(0.093)","0.0838(0.0428)","0.0884(0.0164)","0.0783(0.0088)"
"2701_lkflag","0.0362(0.0314)","0.0366(0.0553)","0.0779(0.0551)","0.078(0.0376)","0.0764(0.016)","0.0765(0.0085)"
"2702_rbf","0.0954(0.1245)","0.0764(0.0447)","0.1238(0.0609)","0.0974(0.0286)","0.0973(0.0198)","0.1062(0.013)"
"2702_lkflag","0.0433(0.0336)","0.0562(0.0359)","0.0781(0.0394)","0.0807(0.0244)","0.0808(0.0154)","0.0838(0.0162)"
"3001_rbf","0.0742(0.0572)","0.0814(0.0595)","0.0705(0.0359)","0.0728(0.0196)","0.0704(0.0121)","0.0684(0.0056)"
"3001_lkflag","0.0375(0.044)","0.05(0.0342)","0.0477(0.0221)","0.0509(0.011)","0.0501(0.0074)","0.0518(0.0058)"
"3002_rbf","0.0735(0.0884)","0.0997(0.0652)","0.0898(0.0278)","0.0874(0.0232)","0.0863(0.0173)","0.0785(0.0093)"
"3002_lkflag","0.0243(0.0298)","0.0597(0.0432)","0.0666(0.0245)","0.069(0.0233)","0.0701(0.013)","0.0661(0.0092)"
"4001_rbf","0.0475(0.0389)","0.086(0.063)","0.0616(0.0182)","0.0593(0.0194)","0.0665(0.0099)","0.059(0.0064)"
"4001_lkflag","0.0325(0.0202)","0.0742(0.0573)","0.0605(0.0205)","0.0642(0.0163)","0.0732(0.0127)","0.0626(0.0052)"
"4002_rbf","0.0437(0.0284)","0.0498(0.0483)","0.032(0.0161)","0.0424(0.013)","0.0421(0.0073)","0.0466(0.0068)"
"4002_lkflag","0.0335(0.0209)","0.0305(0.0185)","0.0288(0.0109)","0.0412(0.0091)","0.0384(0.0072)","0.0425(0.008)"
"4011_rbf","0.0606(0.0656)","0.0925(0.0935)","0.1066(0.0791)","0.0856(0.0282)","0.0839(0.0146)","0.0828(0.0141)"
"4011_lkflag","0.0275(0.0296)","0.0524(0.0464)","0.061(0.0247)","0.0587(0.0136)","0.0559(0.0101)","0.057(0.0077)"
"4012_rbf","0.0664(0.1079)","0.0707(0.0504)","0.072(0.0258)","0.0729(0.0115)","0.0711(0.0134)","0.0754(0.0076)"
"4012_lkflag","0.0188(0.0183)","0.0482(0.0295)","0.0415(0.0146)","0.0488(0.0093)","0.0482(0.0084)","0.0504(0.0062)"
"4021_rbf","0.0821(0.1152)","0.1447(0.1745)","0.1821(0.1699)","0.0814(0.0422)","0.1037(0.0438)","0.0908(0.0234)"
"4021_lkflag","0.0329(0.0424)","0.0663(0.1078)","0.1242(0.1527)","0.0476(0.0234)","0.0609(0.0247)","0.0517(0.0116)"
"4022_rbf","0.0365(0.0444)","0.038(0.0388)","0.0452(0.029)","0.0508(0.0266)","0.0579(0.0181)","0.0566(0.0116)"
"4022_lkflag","0.0272(0.0315)","0.045(0.0339)","0.0615(0.0518)","0.0553(0.0293)","0.063(0.0136)","0.0712(0.0184)"
"4101_rbf","0.0744(0.0763)","0.104(0.1538)","0.0612(0.0272)","0.0608(0.0141)","0.0673(0.0088)","0.0615(0.0085)"
"4101_lkflag","0.0357(0.0334)","0.0611(0.0939)","0.0314(0.0145)","0.0381(0.0115)","0.0453(0.01)","0.0424(0.0053)"
"4102_rbf","0.0466(0.0554)","0.0785(0.0396)","0.0527(0.0245)","0.0466(0.0125)","0.0459(0.0134)","0.0467(0.0102)"
"4102_lkflag","0.0254(0.0173)","0.0385(0.0235)","0.0242(0.015)","0.0298(0.0079)","0.0306(0.0073)","0.0326(0.0058)"
"4111_rbf","0.0385(0.0303)","0.0394(0.0341)","0.0448(0.024)","0.0438(0.0097)","0.0395(0.0079)","0.0434(0.0111)"
"4111_lkflag","0.0208(0.0256)","0.0367(0.0266)","0.0372(0.0198)","0.0331(0.007)","0.0359(0.0079)","0.0394(0.01)"
"4112_rbf","0.017(0.0127)","0.0381(0.0251)","0.0418(0.0195)","0.0434(0.0088)","0.0517(0.0102)","0.0458(0.01)"
"4112_lkflag","0.0222(0.0172)","0.0372(0.028)","0.0399(0.019)","0.0399(0.0079)","0.0478(0.0096)","0.0447(0.0096)"
"4201_rbf","0.0366(0.054)","0.1021(0.1752)","0.0319(0.0227)","0.0341(0.0087)","0.0457(0.0138)","0.041(0.0094)"
"4201_lkflag","0.0217(0.0238)","0.0932(0.1886)","0.0339(0.024)","0.0316(0.014)","0.0415(0.0142)","0.0356(0.0108)"
"4202_rbf","0.0646(0.0621)","0.0312(0.0323)","0.0506(0.0396)","0.0416(0.0213)","0.0344(0.019)","0.0392(0.0101)"
"4202_lkflag","0.0107(0.0136)","0.0251(0.0267)","0.0461(0.0496)","0.034(0.0216)","0.0246(0.012)","0.0251(0.0073)"
"5001_rbf","0.1125(0.0505)","0.0789(0.0235)","0.1007(0.0377)","0.0948(0.0189)","0.0899(0.0162)","0.0897(0.0094)"
"5001_lkflag","0.0412(0.0203)","0.037(0.0131)","0.0497(0.0185)","0.0528(0.0179)","0.0523(0.0069)","0.0561(0.0058)"
"5002_rbf","0.0794(0.062)","0.0903(0.1084)","0.0562(0.0265)","0.0535(0.0161)","0.0539(0.0162)","0.0516(0.0036)"
"5002_lkflag","0.0268(0.0212)","0.0391(0.0191)","0.0347(0.0137)","0.0365(0.0075)","0.0346(0.0074)","0.0366(0.0038)"
"5011_rbf","0.0475(0.0591)","0.0332(0.019)","0.0429(0.0257)","0.0566(0.0192)","0.0481(0.0136)","0.0433(0.0044)"
"5011_lkflag","0.0155(0.0114)","0.028(0.013)","0.0332(0.0244)","0.0459(0.0157)","0.0429(0.0112)","0.0414(0.0043)"
"5012_rbf","0.0264(0.0303)","0.0212(0.0128)","0.0319(0.015)","0.0342(0.015)","0.0289(0.0062)","0.0267(0.0025)"
"5012_lkflag","0.0091(0.0161)","0.0138(0.0096)","0.0249(0.0113)","0.027(0.0096)","0.0241(0.0063)","0.0228(0.0023)"
"5021_rbf","0.0609(0.0539)","0.0475(0.0435)","0.045(0.0169)","0.0378(0.0048)","0.0426(0.0094)","0.0408(0.0047)"
"5021_lkflag","0.0351(0.0128)","0.0331(0.0207)","0.0299(0.0097)","0.0317(0.0046)","0.0343(0.006)","0.0343(0.0028)"
"5022_rbf","0.0464(0.0397)","0.0603(0.0457)","0.0445(0.0215)","0.0485(0.0063)","0.0463(0.0083)","0.0421(0.0057)"
"5022_lkflag","0.027(0.0236)","0.0361(0.0216)","0.0375(0.0122)","0.0409(0.0048)","0.0431(0.006)","0.0396(0.0044)"
"5101_rbf","0.0255(0.0306)","0.0472(0.0267)","0.0414(0.0158)","0.0438(0.0169)","0.0515(0.0087)","0.046(0.0111)"
"5101_lkflag","0.0154(0.0151)","0.0341(0.0188)","0.0401(0.0177)","0.0401(0.0169)","0.0506(0.0079)","0.0467(0.0108)"
"5102_rbf","0.0242(0.0343)","0.0394(0.0325)","0.0267(0.0146)","0.0376(0.0148)","0.0259(0.0101)","0.0295(0.0084)"
"5102_lkflag","0.0154(0.0146)","0.0315(0.0208)","0.0295(0.0143)","0.0387(0.0142)","0.0287(0.0098)","0.0339(0.0091)"
"5201_rbf","0.0173(0.0059)","0.0169(0.0053)","0.021(0.0065)","0.0182(0.0033)","0.018(0.0021)","0.0182(0.0023)"
"5201_lkflag","0.0124(0.0063)","0.0127(0.0053)","0.0183(0.0034)","0.017(0.0027)","0.0174(0.0014)","0.0191(0.0027)"
"5202_rbf","0.0294(0.0222)","0.0271(0.0185)","0.0204(0.0061)","0.0213(0.0089)","0.0201(0.0012)","0.0198(0.0014)"
"5202_lkflag","0.0137(0.0114)","0.0165(0.0086)","0.0159(0.0044)","0.0207(0.0058)","0.0207(0.0023)","0.021(0.0019)"
"5301_rbf","0.0237(0.0255)","0.0322(0.0202)","0.0231(0.0089)","0.0244(0.0042)","0.0217(0.0061)","0.0268(0.0055)"
"5301_lkflag","0.0235(0.0175)","0.0138(0.0092)","0.0214(0.0077)","0.023(0.0058)","0.0218(0.0066)","0.0253(0.0038)"
"5302_rbf","0.0169(0.0123)","0.0244(0.0144)","0.024(0.02)","0.0122(0.0034)","0.0121(0.0018)","0.0125(0.0016)"
"5302_lkflag","0.0158(0.0161)","0.0183(0.0092)","0.0157(0.0063)","0.0125(0.0039)","0.0127(0.0032)","0.0155(0.0023)"
"5401_rbf","0.0365(0.0313)","0.035(0.0138)","0.0381(0.0128)","0.0363(0.0085)","0.0314(0.004)","0.0325(0.0034)"
"5401_lkflag","0.0186(0.0098)","0.0252(0.0147)","0.0334(0.0113)","0.0328(0.008)","0.0283(0.0043)","0.0304(0.0025)"
"5402_rbf","0.0343(0.0245)","0.0308(0.0132)","0.0424(0.0229)","0.0386(0.0042)","0.0354(0.0049)","0.033(0.0044)"
"5402_lkflag","0.0128(0.0083)","0.017(0.009)","0.0252(0.0128)","0.0258(0.0041)","0.0254(0.0044)","0.026(0.0024)"
"6001_rbf","0.0151(0.0083)","0.0178(0.0083)","0.0137(0.0019)","0.0127(0.0016)","0.0117(0.0015)","0.0107(9e-04)"
"6001_lkflag","0.0084(0.0049)","0.0082(0.0027)","0.0085(0.0021)","0.009(0.0015)","0.0091(0.0018)","0.0087(6e-04)"
"6002_rbf","0.018(0.017)","0.0242(0.0154)","0.0204(0.0063)","0.0141(0.0036)","0.0144(0.0016)","0.0125(0.0015)"
"6002_lkflag","0.0099(0.0096)","0.0123(0.0059)","0.0122(0.0048)","0.0127(0.003)","0.0137(0.002)","0.0137(0.0022)"
"6101_rbf","0.0518(0.0633)","0.0178(0.0162)","0.0239(0.0115)","0.0234(0.0083)","0.025(0.0069)","0.0252(0.0026)"
"6101_lkflag","0.0225(0.0269)","0.0101(0.007)","0.019(0.0063)","0.0212(0.006)","0.0218(0.0053)","0.0227(0.0023)"
"6102_rbf","0.0464(0.0258)","0.0331(0.0117)","0.0365(0.0069)","0.0357(0.0051)","0.0357(0.0039)","0.0332(0.0028)"
"6102_lkflag","0.0139(0.0091)","0.0173(0.0102)","0.0252(0.0068)","0.0275(0.0065)","0.0305(0.005)","0.0285(0.0035)"
"6201_rbf","0.0441(0.0231)","0.0325(0.0113)","0.0293(0.0067)","0.0284(0.0058)","0.0255(0.0022)","0.0222(0.0024)"
"6201_lkflag","0.0089(0.0056)","0.0107(0.003)","0.0134(0.0036)","0.0154(0.0032)","0.0159(0.0017)","0.0161(0.0018)"
"6202_rbf","0.0596(0.0545)","0.071(0.059)","0.0386(0.0214)","0.0338(0.0139)","0.0374(0.0065)","0.0288(0.0045)"
"6202_lkflag","0.0218(0.0179)","0.0213(0.0118)","0.0172(0.0106)","0.0232(0.0128)","0.0274(0.0055)","0.0219(0.0034)"
"6211_rbf","0.0268(0.0149)","0.0185(0.0177)","0.0207(0.011)","0.0217(0.0071)","0.0213(0.0048)","0.0209(0.0026)"
"6211_lkflag","0.0129(0.0081)","0.0101(0.0098)","0.0129(0.0063)","0.0161(0.0043)","0.0155(0.0019)","0.0154(0.0028)"
"6212_rbf","0.0223(0.0211)","0.0259(0.0183)","0.0237(0.0092)","0.0223(0.0089)","0.0232(0.0057)","0.0226(0.0034)"
"6212_lkflag","0.0094(0.0119)","0.0166(0.009)","0.0215(0.0072)","0.0216(0.0069)","0.0229(0.0056)","0.0205(0.003)"
"6221_rbf","0.0266(0.0233)","0.0307(0.0137)","0.0333(0.0104)","0.025(0.0048)","0.0243(0.0038)","0.0207(0.0031)"
"6221_lkflag","0.0063(0.0059)","0.0144(0.006)","0.0183(0.0055)","0.0205(0.0027)","0.0198(0.0035)","0.0174(0.003)"
"6222_rbf","0.0644(0.0432)","0.0608(0.0233)","0.0571(0.0221)","0.0432(0.0111)","0.037(0.0058)","0.0341(0.0043)"
"6222_lkflag","0.0142(0.0122)","0.0435(0.0348)","0.0326(0.0164)","0.0324(0.0077)","0.032(0.0067)","0.0307(0.0044)"
"6301_rbf","0.0494(0.0419)","0.0701(0.031)","0.057(0.0182)","0.052(0.0088)","0.0537(0.0078)","0.0514(0.0067)"
"6301_lkflag","0.0147(0.0173)","0.0318(0.0121)","0.0289(0.011)","0.0338(0.0072)","0.0343(0.007)","0.0336(0.0035)"
"6302_rbf","0.0415(0.0239)","0.0575(0.0252)","0.0535(0.0115)","0.0557(0.0105)","0.0503(0.0067)","0.0485(0.0053)"
"6302_lkflag","0.0254(0.0164)","0.0373(0.0125)","0.04(0.0094)","0.0468(0.0039)","0.0431(0.0051)","0.0419(0.0036)"
"6401_rbf","0.0082(0.0103)","0.0089(0.008)","0.0083(0.0028)","0.01(0.0027)","0.0102(0.0019)","0.0118(9e-04)"
"6401_lkflag","0.0139(0.01)","0.0125(0.0055)","0.0108(0.0041)","0.0132(0.0038)","0.0127(0.0051)","0.014(0.002)"
"6402_rbf","0.0088(0.0051)","0.0096(0.0044)","0.012(0.0045)","0.0132(0.004)","0.0139(0.0034)","0.0129(0.002)"
"6402_lkflag","0.0085(0.0103)","0.0115(0.0081)","0.0147(0.0053)","0.0182(0.0045)","0.0189(0.0038)","0.0176(0.0029)"
"7001_rbf","0.0859(0.0538)","0.199(0.1475)","0.0881(0.0349)","0.1227(0.0352)","0.1156(0.0148)","0.1091(0.0127)"
"7001_lkflag","0.0604(0.0493)","0.1154(0.0896)","0.0596(0.0267)","0.1067(0.0312)","0.0965(0.0158)","0.0914(0.0144)"
"7002_rbf","0.074(0.0997)","0.0927(0.0672)","0.0793(0.0383)","0.123(0.0313)","0.1325(0.029)","0.1138(0.0193)"
"7002_lkflag","0.0291(0.0412)","0.0654(0.0469)","0.0736(0.0234)","0.1099(0.0309)","0.1293(0.027)","0.11(0.0145)"
"7011_rbf","0.1355(0.1067)","0.1494(0.1004)","0.066(0.0372)","0.115(0.0288)","0.123(0.0203)","0.106(0.0134)"
"7011_lkflag","0.0585(0.0436)","0.0706(0.0414)","0.0382(0.0227)","0.0806(0.0278)","0.0928(0.0194)","0.0812(0.0114)"
"7012_rbf","0.1391(0.1589)","0.1013(0.0835)","0.1123(0.0402)","0.0787(0.0293)","0.0822(0.0138)","0.0742(0.0086)"
"7012_lkflag","0.0478(0.0451)","0.0748(0.0507)","0.0635(0.0195)","0.0525(0.0125)","0.0558(0.0119)","0.0545(0.0047)"
"7021_rbf","0.0601(0.0671)","0.1187(0.1418)","0.0541(0.0537)","0.0198(0.0113)","0.0338(0.0194)","0.0354(0.0115)"
"7021_lkflag","0.0238(0.0284)","0.0816(0.1108)","0.0375(0.0419)","0.0267(0.0151)","0.0312(0.0101)","0.0376(0.0083)"
"7022_rbf","0.0807(0.0926)","0.2743(0.2387)","0.2133(0.1468)","0.2328(0.0781)","0.1845(0.0464)","0.1915(0.0326)"
"7022_lkflag","0.0214(0.0266)","0.0788(0.0961)","0.0638(0.0391)","0.0736(0.0362)","0.0754(0.0462)","0.0815(0.0177)"
"7101_rbf","0.0411(0.0412)","0.0639(0.0272)","0.0569(0.0177)","0.0503(0.0228)","0.0534(0.0097)","0.0498(0.0116)"
"7101_lkflag","0.0278(0.0228)","0.0502(0.0213)","0.0564(0.0234)","0.0505(0.0185)","0.0523(0.0093)","0.0525(0.0144)"
"7102_rbf","0.0402(0.0516)","0.0354(0.0251)","0.0487(0.0205)","0.0488(0.0098)","0.0456(0.0101)","0.0445(0.0064)"
"7102_lkflag","0.0405(0.03)","0.0622(0.0381)","0.0547(0.0307)","0.0592(0.0141)","0.0574(0.0114)","0.0585(0.0078)"
"8101_rbf","0.0176(0.0326)","0.0177(0.0227)","0.0215(0.0317)","0.0221(0.0188)","0.0332(0.0152)","0.032(0.0131)"
"8101_lkflag","0.0124(0.0159)","0.0383(0.0323)","0.0253(0.0224)","0.0234(0.0118)","0.0296(0.0085)","0.0268(0.0085)"
"8102_rbf","0.0098(0.0097)","0.0105(0.01)","0.0164(0.0185)","0.0233(0.0223)","0.0196(0.0079)","0.0149(0.0038)"
"8102_lkflag","0.0061(0.0053)","0.005(0.0086)","0.0084(0.0071)","0.0116(0.0097)","0.0094(0.0037)","0.0081(0.0022)"
"8111_rbf","0.0153(0.0086)","0.0157(0.0052)","0.0189(0.0117)","0.0154(0.0045)","0.0164(0.0035)","0.0177(0.0038)"
"8111_lkflag","0.0102(0.0042)","0.0169(0.0094)","0.0197(0.0099)","0.0155(0.0051)","0.0175(0.0026)","0.02(0.0041)"
"8112_rbf","0.0198(0.0127)","0.0168(0.0075)","0.0146(0.0063)","0.0181(0.0037)","0.0165(0.0033)","0.0182(0.0029)"
"8112_lkflag","0.0139(0.0114)","0.0116(0.0074)","0.0126(0.0056)","0.0157(0.0042)","0.0149(0.0035)","0.0174(0.0028)"
"8121_rbf","0.0767(0.0968)","0.0354(0.0204)","0.0399(0.0155)","0.0329(0.0134)","0.0364(0.0083)","0.0357(0.0044)"
"8121_lkflag","0.0288(0.048)","0.0253(0.0171)","0.0443(0.0176)","0.0326(0.0131)","0.0369(0.0071)","0.0403(0.0052)"
"8122_rbf","0.0355(0.0288)","0.0177(0.012)","0.0342(0.012)","0.0235(0.0086)","0.0228(0.0069)","0.0243(0.0022)"
"8122_lkflag","0.0245(0.0226)","0.0166(0.0181)","0.0295(0.0119)","0.0283(0.0053)","0.0262(0.0066)","0.028(0.0043)"
"8201_rbf","0.0115(0.0038)","0.015(0.006)","0.013(0.0017)","0.0117(8e-04)","0.0112(0.0011)","0.0116(3e-04)"
"8201_lkflag","0.0078(0.0028)","0.0121(0.0024)","0.0113(0.001)","0.012(0.0012)","0.0115(9e-04)","0.0118(7e-04)"
"8202_rbf","0.0622(0.0287)","0.047(0.0145)","0.0459(0.0102)","0.0467(0.0056)","0.044(0.0036)","0.0444(0.0028)"
"8202_lkflag","0.0182(0.0131)","0.0233(0.0126)","0.0262(0.0052)","0.0316(0.0045)","0.0329(0.0032)","0.0364(0.0039)"
"8211_rbf","0.0154(0.0129)","0.0224(0.0115)","0.0264(0.0196)","0.0401(0.0255)","0.0372(0.0093)","0.0358(0.0048)"
"8211_lkflag","0.0107(0.0137)","0.0189(0.0144)","0.0318(0.0148)","0.0342(0.0198)","0.0328(0.0067)","0.0342(0.0046)"
"8212_rbf","0.0275(0.0266)","0.0214(0.0263)","0.0191(0.0054)","0.0201(0.0062)","0.0186(0.0051)","0.0193(0.0025)"
"8212_lkflag","0.0127(0.0132)","0.0143(0.0122)","0.0181(0.0059)","0.023(0.0069)","0.0209(0.0078)","0.019(0.0035)"
"8301_rbf","0.0174(0.0165)","0.0206(0.0102)","0.018(0.007)","0.0176(0.0044)","0.0203(0.0037)","0.02(0.0012)"
"8301_lkflag","0.0096(0.004)","0.0133(0.0068)","0.0141(0.0059)","0.0146(0.0049)","0.0163(0.0029)","0.0153(0.0013)"
"8302_rbf","0.0272(0.0152)","0.0256(0.0148)","0.033(0.0065)","0.0299(0.0075)","0.0295(0.0039)","0.0307(0.0031)"
"8302_lkflag","0.0153(0.0139)","0.0212(0.0063)","0.0272(0.0046)","0.0282(0.0076)","0.0279(0.0036)","0.0298(0.0027)"
