"","500","1000","2000","5000","10000","20000"
"2302_lkflag","0.101(0.1078)","0.1279(0.1257)","0.1054(0.0359)","0.1364(0.0314)","0.1461(0.0264)","0.1444(0.0275)"
"2311_rbf","0.0649(0.0596)","0.0606(0.0357)","0.0445(0.0107)","0.0471(0.008)","0.0481(0.0048)","0.0485(0.0038)"
"2311_lkflag","0.0373(0.0267)","0.0483(0.029)","0.0338(0.0078)","0.0374(0.0061)","0.0394(0.0041)","0.0422(0.0046)"
"2312_rbf","0.0952(0.0862)","0.1071(0.0485)","0.1108(0.0409)","0.0999(0.0193)","0.096(0.0153)","0.1031(0.0095)"
"2312_lkflag","0.0531(0.0359)","0.0782(0.0313)","0.1001(0.0343)","0.1003(0.0216)","0.0949(0.0139)","0.1034(0.0091)"
"2321_rbf","0.0554(0.0442)","0.0424(0.0334)","0.047(0.0308)","0.0381(0.0143)","0.0403(0.0132)","0.0381(0.0072)"
"2321_lkflag","0.0278(0.0183)","0.0324(0.026)","0.0343(0.0187)","0.0295(0.0129)","0.0322(0.0087)","0.0311(0.0051)"
"2322_rbf","0.0522(0.0424)","0.0583(0.0405)","0.0504(0.0209)","0.0554(0.0167)","0.0535(0.0138)","0.059(0.0068)"
"2322_lkflag","0.0284(0.0278)","0.0439(0.0328)","0.0407(0.023)","0.039(0.0149)","0.0422(0.0116)","0.0455(0.0057)"
"2331_rbf","0.0326(0.017)","0.0281(0.0222)","0.0199(0.0133)","0.0242(0.0101)","0.0231(0.0054)","0.0238(0.004)"
"2331_lkflag","0.0101(0.0095)","0.0185(0.0175)","0.017(0.009)","0.0213(0.0102)","0.0198(0.0047)","0.0205(0.0038)"
"2332_rbf","0.0589(0.0494)","0.0289(0.0205)","0.0535(0.0288)","0.0558(0.02)","0.0405(0.0109)","0.0363(0.004)"
"2332_lkflag","0.0203(0.0323)","0.0163(0.01)","0.0389(0.03)","0.0446(0.0165)","0.0315(0.0096)","0.0269(0.0041)"
"2401_rbf","0.1173(0.1053)","0.107(0.0514)","0.1327(0.0649)","0.1001(0.0359)","0.1135(0.0202)","0.1082(0.0166)"
"2401_lkflag","0.0536(0.0452)","0.0655(0.0351)","0.0951(0.0355)","0.0776(0.0271)","0.0942(0.0159)","0.0937(0.013)"
"2402_rbf","0.0758(0.0413)","0.0539(0.0332)","0.0726(0.0516)","0.0593(0.0126)","0.0593(0.0151)","0.0593(0.0094)"
"2402_lkflag","0.0345(0.0252)","0.0295(0.0251)","0.0502(0.0351)","0.0517(0.0114)","0.0524(0.0122)","0.0537(0.0074)"
"2501_rbf","0.07(0.0801)","0.0639(0.0685)","0.0693(0.0534)","0.0469(0.0175)","0.0563(0.0162)","0.0534(0.0155)"
"2501_lkflag","0.0335(0.0341)","0.0458(0.0507)","0.0637(0.0524)","0.0505(0.0237)","0.0487(0.0165)","0.0564(0.0138)"
"2502_rbf","0.0379(0.0939)","0.0374(0.0249)","0.0575(0.0456)","0.0538(0.0352)","0.0589(0.0164)","0.053(0.0116)"
"2502_lkflag","0.0226(0.0512)","0.0294(0.0212)","0.0493(0.0353)","0.0464(0.028)","0.0549(0.0146)","0.0451(0.0106)"
"2601_rbf","0.1334(0.1215)","0.1321(0.0505)","0.1294(0.0612)","0.117(0.028)","0.1113(0.0228)","0.1204(0.0108)"
"2601_lkflag","0.0336(0.0185)","0.0631(0.0331)","0.0674(0.0292)","0.0725(0.0227)","0.0699(0.0148)","0.0792(0.0072)"
"2602_rbf","0.1239(0.2043)","0.0839(0.0499)","0.0775(0.0348)","0.0963(0.0442)","0.0844(0.0297)","0.0818(0.0126)"
"2602_lkflag","0.0198(0.0086)","0.0631(0.0359)","0.0636(0.0212)","0.0803(0.0291)","0.0722(0.0204)","0.0749(0.0087)"
"2611_rbf","0.0385(0.0314)","0.0357(0.0341)","0.028(0.0186)","0.0237(0.0079)","0.0286(0.0072)","0.0291(0.0038)"
"2611_lkflag","0.0158(0.0185)","0.0173(0.008)","0.0249(0.015)","0.0224(0.0099)","0.0262(0.0042)","0.0292(0.0047)"
"2612_rbf","0.0398(0.0345)","0.0381(0.0263)","0.0453(0.0153)","0.0364(0.0063)","0.0383(0.0085)","0.0389(0.0056)"
"2612_lkflag","0.0218(0.0231)","0.0332(0.0298)","0.0313(0.0187)","0.0334(0.0079)","0.0346(0.0076)","0.0399(0.0055)"
"2701_rbf","0.0276(0.0395)","0.023(0.0154)","0.0284(0.015)","0.0182(0.006)","0.0199(0.0069)","0.0203(0.0045)"
"2701_lkflag","0.0205(0.031)","0.0158(0.0178)","0.0206(0.0193)","0.0171(0.0052)","0.02(0.0038)","0.0213(0.0048)"
"2702_rbf","0.0218(0.0186)","0.0518(0.0624)","0.0452(0.0231)","0.0435(0.0166)","0.0476(0.0107)","0.0356(0.0084)"
"2702_lkflag","0.019(0.0138)","0.0302(0.0228)","0.0305(0.0194)","0.0321(0.0148)","0.0355(0.0084)","0.0276(0.0078)"
"3001_rbf","0.0527(0.0301)","0.0666(0.0299)","0.0853(0.0247)","0.093(0.0226)","0.0843(0.0113)","0.0842(0.0144)"
"3001_lkflag","0.0247(0.0216)","0.0387(0.0135)","0.0584(0.0192)","0.0614(0.013)","0.0612(0.0116)","0.0626(0.012)"
"3002_rbf","0.0789(0.046)","0.0754(0.0343)","0.0715(0.036)","0.0904(0.0224)","0.09(0.0127)","0.0827(0.0059)"
"3002_lkflag","0.0441(0.0518)","0.0532(0.0301)","0.0515(0.0278)","0.0713(0.0187)","0.0708(0.0083)","0.0652(0.0065)"
"4001_rbf","0.0271(0.0336)","0.0873(0.0792)","0.0417(0.0193)","0.0583(0.0134)","0.0471(0.0098)","0.0466(0.0074)"
"4001_lkflag","0.0347(0.0316)","0.0845(0.0789)","0.0567(0.0216)","0.0818(0.0169)","0.0709(0.016)","0.0729(0.0113)"
"4002_rbf","0.0582(0.0474)","0.1043(0.1112)","0.0655(0.0306)","0.0774(0.0157)","0.0811(0.018)","0.077(0.0135)"
"4002_lkflag","0.0425(0.0478)","0.0584(0.0455)","0.045(0.0217)","0.0662(0.0168)","0.0601(0.0143)","0.0613(0.0139)"
"4011_rbf","0.0907(0.055)","0.0664(0.0376)","0.0556(0.0219)","0.0635(0.0092)","0.059(0.0111)","0.0605(0.0052)"
"4011_lkflag","0.0325(0.0241)","0.0404(0.0136)","0.0446(0.0152)","0.0496(0.0084)","0.05(0.0105)","0.0532(0.007)"
"4012_rbf","0.0854(0.0701)","0.0649(0.0274)","0.0676(0.0313)","0.07(0.0149)","0.0632(0.0078)","0.0647(0.0065)"
"4012_lkflag","0.0345(0.0179)","0.0419(0.0141)","0.0511(0.024)","0.0544(0.0118)","0.0481(0.0056)","0.0499(0.006)"
"4021_rbf","0.0639(0.0754)","0.1005(0.0951)","0.0682(0.0583)","0.0798(0.0256)","0.081(0.0249)","0.073(0.0165)"
"4021_lkflag","0.0281(0.0401)","0.0418(0.0404)","0.0396(0.0234)","0.0661(0.0285)","0.0619(0.0202)","0.0607(0.0129)"
"4022_rbf","0.0387(0.0669)","0.0522(0.0422)","0.0687(0.0386)","0.1155(0.0635)","0.1032(0.0507)","0.0756(0.0245)"
"4022_lkflag","0.0267(0.0424)","0.0501(0.0552)","0.0647(0.0307)","0.1068(0.0663)","0.1119(0.0562)","0.0792(0.0247)"
"4101_rbf","0.0225(0.019)","0.0494(0.0344)","0.0397(0.0199)","0.0458(0.0156)","0.0458(0.0107)","0.0438(0.0067)"
"4101_lkflag","0.0221(0.0222)","0.0302(0.0267)","0.0306(0.0192)","0.0327(0.0116)","0.0346(0.0088)","0.0344(0.0068)"
"4102_rbf","0.0353(0.05)","0.0771(0.0497)","0.0537(0.0394)","0.078(0.0233)","0.0733(0.0149)","0.0719(0.0075)"
"4102_lkflag","0.0169(0.0191)","0.0416(0.0214)","0.0405(0.0225)","0.0554(0.0129)","0.0578(0.012)","0.0565(0.0048)"
"4111_rbf","0.031(0.0362)","0.0524(0.0408)","0.0356(0.0201)","0.0341(0.0165)","0.0301(0.0063)","0.0293(0.0038)"
"4111_lkflag","0.019(0.0143)","0.0338(0.0249)","0.0323(0.0177)","0.0308(0.0177)","0.0257(0.0059)","0.0244(0.0027)"
"4112_rbf","0.0611(0.0264)","0.0538(0.0289)","0.042(0.0178)","0.0505(0.0168)","0.0571(0.0118)","0.0566(0.0113)"
"4112_lkflag","0.0375(0.0262)","0.0483(0.0373)","0.0304(0.0121)","0.0372(0.0126)","0.0471(0.0096)","0.0462(0.0075)"
"4201_rbf","0.0158(0.0285)","0.0612(0.0797)","0.0521(0.0396)","0.0428(0.0258)","0.0551(0.0183)","0.0482(0.0131)"
"4201_lkflag","0.0237(0.0576)","0.0556(0.0498)","0.0382(0.0327)","0.0293(0.0181)","0.0455(0.0164)","0.0437(0.0146)"
"4202_rbf","0.0196(0.0545)","0.0262(0.0266)","0.0486(0.0425)","0.0449(0.0239)","0.0559(0.0231)","0.0549(0.0145)"
"4202_lkflag","0.011(0.0277)","0.017(0.0208)","0.0389(0.0362)","0.0316(0.0157)","0.0342(0.0134)","0.0408(0.011)"
"5001_rbf","0.0265(0.0182)","0.0398(0.0251)","0.0418(0.0183)","0.0451(0.0158)","0.0527(0.0074)","0.0475(0.0057)"
"5001_lkflag","0.0225(0.0223)","0.0272(0.0159)","0.0321(0.0118)","0.0381(0.0131)","0.0437(0.0071)","0.0381(0.0054)"
"5002_rbf","0.0422(0.0337)","0.0257(0.0092)","0.04(0.0166)","0.0336(0.0078)","0.0312(0.0061)","0.0317(0.0041)"
"5002_lkflag","0.0135(0.0083)","0.0164(0.0086)","0.024(0.0076)","0.025(0.0071)","0.0226(0.0054)","0.0231(0.0029)"
"5011_rbf","0.0282(0.0199)","0.0496(0.0435)","0.0312(0.0144)","0.0311(0.0088)","0.0304(0.0056)","0.0307(0.0055)"
"5011_lkflag","0.0121(0.0084)","0.0253(0.0207)","0.028(0.0098)","0.0279(0.0082)","0.0285(0.0042)","0.032(0.0059)"
"5012_rbf","0.0199(0.0128)","0.0251(0.0174)","0.0183(0.0073)","0.0215(0.0072)","0.0209(0.005)","0.0191(0.003)"
"5012_lkflag","0.0157(0.0124)","0.0222(0.0094)","0.0165(0.0081)","0.0164(0.0044)","0.0185(0.0033)","0.0169(0.0019)"
"5021_rbf","0.0192(0.0113)","0.0233(0.0112)","0.0272(0.017)","0.0277(0.0048)","0.0266(0.0047)","0.0279(0.0023)"
"5021_lkflag","0.0126(0.0078)","0.0149(0.0063)","0.0254(0.0117)","0.0256(0.0045)","0.026(0.005)","0.0265(0.002)"
"5022_rbf","0.0264(0.019)","0.0317(0.024)","0.0357(0.0152)","0.0327(0.0068)","0.0313(0.0072)","0.0336(0.0042)"
"5022_lkflag","0.0187(0.0106)","0.0258(0.0126)","0.0334(0.0099)","0.0316(0.0056)","0.0307(0.0066)","0.032(0.0042)"
"5101_rbf","0.0117(0.0135)","0.0148(0.0134)","0.0137(0.0065)","0.0163(0.0051)","0.0157(0.0045)","0.016(0.0028)"
"5101_lkflag","0.0142(0.0154)","0.0113(0.0054)","0.0157(0.0097)","0.016(0.0054)","0.0161(0.0059)","0.0173(0.0039)"
"5102_rbf","0.0434(0.0261)","0.0459(0.0281)","0.053(0.0202)","0.0467(0.0161)","0.0475(0.0081)","0.0425(0.0042)"
"5102_lkflag","0.0135(0.0137)","0.0186(0.012)","0.0231(0.0082)","0.0252(0.0071)","0.0251(0.0056)","0.0254(0.0031)"
"5201_rbf","0.0216(0.0126)","0.0227(0.0098)","0.0172(0.0054)","0.0124(0.0026)","0.0096(0.0014)","0.0088(7e-04)"
"5201_lkflag","0.006(0.0036)","0.0109(0.0065)","0.0116(0.0047)","0.0123(0.0035)","0.011(0.002)","0.0111(0.0011)"
"5202_rbf","0.0247(0.0134)","0.0198(0.0077)","0.0174(0.0047)","0.0162(0.0036)","0.0151(0.0015)","0.0133(0.0012)"
"5202_lkflag","0.0095(0.0061)","0.0101(0.0054)","0.0095(0.0033)","0.0121(0.0027)","0.0134(0.0022)","0.0135(0.0012)"
"5301_rbf","0.0137(0.0165)","0.004(0.0025)","0.0066(0.0041)","0.0055(0.0017)","0.0063(0.001)","0.0069(8e-04)"
"5301_lkflag","0.0057(0.0066)","0.0051(0.0026)","0.0062(0.0048)","0.0056(0.0017)","0.0056(0.0016)","0.0052(6e-04)"
"5302_rbf","0.0292(0.0161)","0.0226(0.0079)","0.0141(0.0048)","0.0172(0.004)","0.0177(0.0014)","0.0191(0.0014)"
"5302_lkflag","0.0104(0.0098)","0.0161(0.0074)","0.0156(0.0067)","0.0136(0.0046)","0.0129(0.0022)","0.0141(0.0016)"
"5401_rbf","0.0197(0.0208)","0.0166(0.0081)","0.0239(0.0085)","0.0195(0.0038)","0.0194(0.0021)","0.0204(0.0022)"
"5401_lkflag","0.0131(0.0102)","0.0162(0.0065)","0.0196(0.0072)","0.0177(0.0027)","0.0182(0.0024)","0.0192(0.0016)"
"5402_rbf","0.0333(0.0145)","0.0436(0.018)","0.0488(0.012)","0.0391(0.0074)","0.0396(0.0044)","0.0407(0.0039)"
"5402_lkflag","0.0178(0.0096)","0.0293(0.0153)","0.0371(0.0096)","0.0347(0.0059)","0.0357(0.0039)","0.0371(0.0035)"
"6001_rbf","0.0229(0.0107)","0.0308(0.0114)","0.0217(0.0059)","0.0235(0.0055)","0.0213(0.0039)","0.0201(0.0015)"
"6001_lkflag","0.0102(0.0079)","0.0194(0.0109)","0.0161(0.0047)","0.0174(0.0034)","0.017(0.0028)","0.0162(0.0013)"
"6002_rbf","0.0205(0.0135)","0.0142(0.0056)","0.0158(0.0057)","0.0163(0.0024)","0.0159(0.002)","0.0157(0.0015)"
"6002_lkflag","0.0124(0.0077)","0.0122(0.0042)","0.0133(0.0048)","0.013(0.003)","0.0135(0.0018)","0.0135(0.001)"
"6101_rbf","0.0351(0.0448)","0.0248(0.0136)","0.0231(0.007)","0.0207(0.0063)","0.0224(0.0037)","0.0209(0.0019)"
"6101_lkflag","0.0232(0.0251)","0.0196(0.0132)","0.0185(0.0074)","0.0186(0.0056)","0.0202(0.004)","0.0196(0.0019)"
"6102_rbf","0.0374(0.0312)","0.044(0.0472)","0.0495(0.0324)","0.0445(0.0139)","0.0437(0.0082)","0.0422(0.0059)"
"6102_lkflag","0.0149(0.0079)","0.0262(0.0163)","0.0321(0.0129)","0.0359(0.0102)","0.0333(0.0062)","0.0349(0.0049)"
"6201_rbf","0.0528(0.0405)","0.049(0.0135)","0.0507(0.0221)","0.0378(0.0077)","0.0352(0.0043)","0.0355(0.0037)"
"6201_lkflag","0.0135(0.0062)","0.0183(0.0093)","0.0237(0.0122)","0.0197(0.0057)","0.0219(0.0036)","0.0231(0.0027)"
"6202_rbf","0.064(0.0419)","0.0653(0.0221)","0.0496(0.0151)","0.0498(0.0139)","0.0396(0.0094)","0.0359(0.0029)"
"6202_lkflag","0.019(0.0209)","0.0288(0.015)","0.029(0.01)","0.036(0.0116)","0.0307(0.0084)","0.0314(0.0036)"
"6211_rbf","0.0227(0.0227)","0.0111(0.0084)","0.0142(0.006)","0.0165(0.0051)","0.0149(0.0017)","0.0154(0.0022)"
"6211_lkflag","0.0121(0.0091)","0.015(0.0086)","0.0111(0.0041)","0.0136(0.004)","0.0139(0.0026)","0.0135(0.0018)"
"6212_rbf","0.0268(0.0238)","0.0175(0.0072)","0.0246(0.0076)","0.0207(0.006)","0.0231(0.0027)","0.0216(0.0022)"
"6212_lkflag","0.0139(0.01)","0.0159(0.0039)","0.0227(0.0076)","0.0211(0.0057)","0.0233(0.0034)","0.0216(0.0026)"
"6221_rbf","0.0278(0.0557)","0.0335(0.0311)","0.0272(0.0125)","0.0235(0.0092)","0.025(0.0045)","0.0218(0.002)"
"6221_lkflag","0.0158(0.0268)","0.0167(0.01)","0.0129(0.0033)","0.0125(0.0055)","0.0135(0.0032)","0.0127(0.0019)"
"6222_rbf","0.0688(0.1002)","0.0601(0.0345)","0.0434(0.0226)","0.0414(0.009)","0.044(0.0073)","0.044(0.0077)"
"6222_lkflag","0.023(0.0167)","0.0295(0.0256)","0.028(0.0112)","0.0332(0.0065)","0.0341(0.0058)","0.037(0.0066)"
"6301_rbf","0.0738(0.0551)","0.0696(0.0376)","0.0841(0.0228)","0.071(0.0147)","0.0669(0.0104)","0.0648(0.0068)"
"6301_lkflag","0.0233(0.0103)","0.0349(0.0174)","0.0462(0.0101)","0.047(0.01)","0.0414(0.0066)","0.0441(0.0049)"
"6302_rbf","0.0383(0.0147)","0.045(0.0236)","0.0361(0.0118)","0.0423(0.0065)","0.0423(0.0059)","0.04(0.0024)"
"6302_lkflag","0.0164(0.0085)","0.0297(0.0151)","0.0269(0.007)","0.0317(0.0024)","0.033(0.0046)","0.0317(0.0027)"
"6401_rbf","0.0166(0.019)","0.0171(0.0147)","0.0245(0.0142)","0.0182(0.0039)","0.022(0.0067)","0.0222(0.0025)"
"6401_lkflag","0.0121(0.009)","0.0139(0.0125)","0.0221(0.0063)","0.0172(0.0037)","0.0204(0.0053)","0.0202(0.0032)"
"6402_rbf","0.023(0.022)","0.0093(0.0075)","0.0091(0.0044)","0.0141(0.0082)","0.0162(0.0055)","0.015(0.0034)"
"6402_lkflag","0.0124(0.0147)","0.0106(0.0066)","0.0069(0.003)","0.0142(0.0078)","0.0141(0.0047)","0.0145(0.003)"
"7001_rbf","0.0768(0.1021)","0.073(0.1024)","0.0958(0.0349)","0.0787(0.0235)","0.0787(0.0167)","0.0782(0.0105)"
"7001_lkflag","0.0189(0.0138)","0.0512(0.0701)","0.0681(0.0217)","0.0697(0.0236)","0.0685(0.0144)","0.0706(0.0066)"
"7002_rbf","0.109(0.084)","0.1242(0.0859)","0.1735(0.0781)","0.14(0.037)","0.1341(0.0242)","0.1418(0.0164)"
"7002_lkflag","0.0325(0.0446)","0.078(0.0448)","0.1288(0.0631)","0.1308(0.028)","0.1163(0.0195)","0.1261(0.0187)"
"7011_rbf","0.0345(0.033)","0.0414(0.0257)","0.035(0.0182)","0.0412(0.007)","0.0372(0.0077)","0.0345(0.0044)"
"7011_lkflag","0.0181(0.0163)","0.0354(0.0226)","0.0335(0.0188)","0.0344(0.0089)","0.0364(0.0093)","0.0372(0.0032)"
"7012_rbf","0.0858(0.0755)","0.0936(0.0407)","0.0982(0.0489)","0.0728(0.0184)","0.0781(0.029)","0.0772(0.0104)"
"7012_lkflag","0.0288(0.0259)","0.0573(0.0399)","0.0611(0.032)","0.0551(0.0122)","0.0578(0.0194)","0.0586(0.0081)"
"7021_rbf","0.0238(0.0272)","0.0274(0.0383)","0.0401(0.023)","0.0282(0.0122)","0.0357(0.0129)","0.0318(0.0058)"
"7021_lkflag","0.0104(0.018)","0.0197(0.0211)","0.041(0.0171)","0.0425(0.0162)","0.042(0.0133)","0.0396(0.012)"
"7022_rbf","0.0247(0.0744)","0.0997(0.071)","0.0679(0.04)","0.082(0.049)","0.0987(0.031)","0.0843(0.0114)"
"7022_lkflag","0.007(0.0148)","0.0585(0.0965)","0.0465(0.0307)","0.0578(0.0344)","0.0586(0.021)","0.0532(0.0079)"
"7101_rbf","0.038(0.0353)","0.0328(0.0167)","0.04(0.0158)","0.0511(0.023)","0.0428(0.0065)","0.0442(0.0081)"
"7101_lkflag","0.0581(0.0729)","0.0345(0.0221)","0.0431(0.0161)","0.0534(0.0211)","0.0464(0.0081)","0.0452(0.0073)"
"7102_rbf","0.079(0.0695)","0.0924(0.04)","0.0545(0.0322)","0.075(0.0252)","0.0605(0.0113)","0.0682(0.0094)"
"7102_lkflag","0.0205(0.0254)","0.0462(0.0297)","0.0367(0.0233)","0.054(0.0178)","0.0446(0.0114)","0.0558(0.0056)"
"8101_rbf","0.01(0.0163)","0.018(0.0169)","0.0111(0.0129)","0.0152(0.0062)","0.0141(0.0084)","0.013(0.0021)"
"8101_lkflag","0.0136(0.0227)","0.0246(0.0174)","0.0136(0.0139)","0.0184(0.0068)","0.0188(0.0094)","0.0182(0.0035)"
"8102_rbf","0.0143(0.0233)","0.0321(0.0312)","0.0313(0.0299)","0.0434(0.0185)","0.044(0.0128)","0.0408(0.0088)"
"8102_lkflag","0.0154(0.0173)","0.0195(0.0268)","0.0226(0.0193)","0.0357(0.0163)","0.0361(0.0104)","0.0319(0.0081)"
"8111_rbf","0.0099(0.0093)","0.012(0.0094)","0.014(0.0029)","0.0136(0.0049)","0.0149(0.0047)","0.0144(0.0025)"
"8111_lkflag","0.0077(0.0057)","0.0112(0.0068)","0.0135(0.0027)","0.0132(0.0033)","0.0156(0.0044)","0.0157(0.0029)"
"8112_rbf","0.0218(0.015)","0.0201(0.008)","0.0252(0.0058)","0.0198(0.0047)","0.0199(0.0024)","0.0215(0.0024)"
"8112_lkflag","0.0138(0.0085)","0.0175(0.0059)","0.0198(0.0041)","0.0157(0.0037)","0.0158(0.0026)","0.017(0.0021)"
"8121_rbf","0.0872(0.0952)","0.0244(0.0134)","0.0497(0.0259)","0.0421(0.0179)","0.0397(0.0097)","0.0413(0.0085)"
"8121_lkflag","0.0278(0.0367)","0.0188(0.0109)","0.0352(0.0155)","0.0369(0.0169)","0.0341(0.0079)","0.0351(0.0065)"
"8122_rbf","0.0579(0.0813)","0.0839(0.0851)","0.1148(0.0763)","0.0854(0.0291)","0.0647(0.0092)","0.0702(0.0125)"
"8122_lkflag","0.0329(0.0408)","0.0374(0.0523)","0.0678(0.0498)","0.0569(0.0222)","0.0447(0.0074)","0.05(0.0107)"
"8201_rbf","0.0088(0.003)","0.0092(0.0027)","0.0097(0.0027)","0.0089(0.0015)","0.0086(8e-04)","0.0089(5e-04)"
"8201_lkflag","0.0067(0.0035)","0.0091(0.0026)","0.0084(0.0018)","0.0085(0.0015)","0.0082(7e-04)","0.0083(7e-04)"
"8202_rbf","0.0208(0.0098)","0.02(0.0057)","0.0209(0.0067)","0.0169(0.0018)","0.0179(0.0023)","0.0174(0.0013)"
"8202_lkflag","0.0101(0.0058)","0.013(0.0041)","0.0164(0.0058)","0.014(0.0011)","0.0162(0.0032)","0.0155(0.0014)"
"8211_rbf","0.0137(0.0216)","0.0082(0.0077)","0.0163(0.0216)","0.0117(0.0039)","0.0143(0.0032)","0.0142(0.0021)"
"8211_lkflag","0.0112(0.0105)","0.0101(0.008)","0.0148(0.0167)","0.0126(0.0048)","0.0151(0.0043)","0.0157(0.0029)"
"8212_rbf","0.0145(0.0125)","0.033(0.0469)","0.0258(0.0127)","0.0174(0.0086)","0.0197(0.0055)","0.0129(0.0032)"
"8212_lkflag","0.0086(0.0073)","0.0197(0.0235)","0.0171(0.0095)","0.0154(0.0061)","0.016(0.0044)","0.0131(0.0029)"
"8301_rbf","0.0092(0.0039)","0.0123(0.0035)","0.0114(0.0042)","0.0122(0.0015)","0.0124(0.0016)","0.0129(7e-04)"
"8301_lkflag","0.0089(0.0068)","0.0118(0.0038)","0.012(0.005)","0.012(0.0023)","0.0121(0.0021)","0.0133(0.001)"
"8302_rbf","0.0224(0.0146)","0.0295(0.0119)","0.0261(0.0052)","0.0293(0.006)","0.0288(0.004)","0.0306(0.0021)"
"8302_lkflag","0.0215(0.0211)","0.0216(0.0077)","0.0225(0.0062)","0.0245(0.0051)","0.0234(0.0039)","0.0248(0.0016)"
