"","5000","10000","15000","20000","25000","30000"
"6402_lkflag","0.0034(0.0013)","0.0067(0.0014)","0.009(0.002)","0.009(0.0019)","0.0094(0.0023)","0.0099(0.001)"
"7001_rbf","0.0188(0.0048)","0.0185(0.0041)","0.0161(0.005)","0.016(0.0024)","0.0152(0.0034)","0.0154(0.0019)"
"7001_lkflag","0.0093(0.0047)","0.0166(0.0029)","0.0171(0.0038)","0.0185(0.0022)","0.0186(0.0018)","0.0187(0.0021)"
"7002_rbf","0.0272(0.008)","0.0237(0.0065)","0.0227(0.0059)","0.0241(0.0065)","0.0232(0.0042)","0.0217(0.0027)"
"7002_lkflag","0.0124(0.0059)","0.0198(0.0045)","0.0216(0.0076)","0.0237(0.0028)","0.0245(0.0026)","0.0244(0.0033)"
"7011_rbf","0.0206(0.0065)","0.0189(0.0035)","0.0181(0.0043)","0.0159(0.0029)","0.0147(0.0027)","0.0145(0.0019)"
"7011_lkflag","0.008(0.0034)","0.0174(0.0029)","0.0196(0.0033)","0.0208(0.0027)","0.0213(0.0029)","0.0211(0.0016)"
"7012_rbf","0.014(0.004)","0.0137(0.0039)","0.0123(0.0029)","0.0126(0.0025)","0.0126(0.0023)","0.0112(0.0025)"
"7012_lkflag","0.006(0.0025)","0.013(0.0031)","0.0137(0.0033)","0.0146(0.0018)","0.0155(0.0016)","0.0149(0.0019)"
"7021_rbf","0.0141(0.0066)","0.0138(0.0064)","0.0142(0.0034)","0.0131(0.003)","0.0112(0.0021)","0.0096(0.0018)"
"7021_lkflag","0.0068(0.0047)","0.0151(0.0052)","0.0223(0.0077)","0.0219(0.0043)","0.0257(0.0038)","0.0265(0.0037)"
"7022_rbf","0.0115(0.0066)","0.0104(0.004)","0.0077(0.0019)","0.0074(0.0017)","0.0062(0.0014)","0.0059(9e-04)"
"7022_lkflag","0.008(0.0062)","0.0152(0.0059)","0.0152(0.0019)","0.0164(0.0031)","0.0171(0.0043)","0.0185(0.0043)"
"7101_rbf","0.0371(0.0096)","0.0365(0.0082)","0.0352(0.0051)","0.0325(0.0051)","0.0333(0.0027)","0.0283(0.0044)"
"7101_lkflag","0.0168(0.0055)","0.0396(0.0076)","0.0419(0.0065)","0.0445(0.0077)","0.0451(0.0057)","0.0439(0.0041)"
"7102_rbf","0.0307(0.0113)","0.0281(0.0074)","0.0287(0.0041)","0.0268(0.0032)","0.027(0.003)","0.0249(0.0041)"
"7102_lkflag","0.014(0.0051)","0.0277(0.0086)","0.0333(0.0042)","0.0378(0.0039)","0.0374(0.0031)","0.0395(0.0037)"
"8101_rbf","0.0032(0.0015)","0.0039(0.0014)","0.0044(0.0014)","0.0037(0.0011)","0.0039(0.0012)","0.0037(0.0016)"
"8101_lkflag","0.0022(0.0013)","0.0065(0.0023)","0.0069(0.002)","0.0075(0.0023)","0.0075(0.0014)","0.0079(0.0022)"
"8102_rbf","0.0082(0.0028)","0.006(0.0025)","0.0055(0.0018)","0.0064(0.0018)","0.0055(0.0018)","0.0038(6e-04)"
"8102_lkflag","0.007(0.0034)","0.0086(0.004)","0.0111(0.0041)","0.0142(0.0028)","0.0138(0.0035)","0.014(0.0022)"
"8111_rbf","0.0097(0.002)","0.0091(0.0014)","0.0098(6e-04)","0.0092(0.001)","0.0097(6e-04)","0.009(8e-04)"
"8111_lkflag","0.0039(0.0012)","0.0058(0.0019)","0.008(9e-04)","0.0079(0.0013)","0.009(0.0013)","0.0087(9e-04)"
"8112_rbf","0.0065(9e-04)","0.0069(0.001)","0.0063(9e-04)","0.0059(4e-04)","0.0061(5e-04)","0.0058(5e-04)"
"8112_lkflag","0.0019(3e-04)","0.004(7e-04)","0.0047(6e-04)","0.005(4e-04)","0.0052(5e-04)","0.0052(3e-04)"
"8121_rbf","0.0156(0.0064)","0.0177(0.0051)","0.0172(0.0038)","0.0171(0.0032)","0.0156(0.0034)","0.0158(0.0023)"
"8121_lkflag","0.0077(0.0043)","0.0159(0.0036)","0.0173(0.0023)","0.0194(0.0026)","0.0192(0.002)","0.0209(0.0019)"
"8122_rbf","0.0082(0.0041)","0.009(0.0018)","0.0085(0.0014)","0.0084(0.0014)","0.0084(0.0019)","0.0076(0.0014)"
"8122_lkflag","0.0049(0.0012)","0.0102(0.0032)","0.0103(0.0019)","0.0113(0.0018)","0.0115(0.0017)","0.0114(0.0024)"
"8201_rbf","0.0136(0.002)","0.0125(0.0017)","0.0124(0.0012)","0.012(0.0012)","0.0118(0.0012)","0.0117(0.0011)"
"8201_lkflag","0.0032(4e-04)","0.006(5e-04)","0.0067(5e-04)","0.0073(7e-04)","0.0077(4e-04)","0.0079(6e-04)"
"8202_rbf","0.0203(0.0043)","0.0171(0.0034)","0.0165(0.0022)","0.0165(0.0023)","0.0149(0.0016)","0.0142(0.0016)"
"8202_lkflag","0.0036(7e-04)","0.006(6e-04)","0.0073(0.001)","0.0078(9e-04)","0.0078(4e-04)","0.0076(8e-04)"
"8211_rbf","0.0136(0.0053)","0.0095(0.0022)","0.0095(0.0027)","0.008(0.0018)","0.0083(0.0018)","0.0066(0.0015)"
"8211_lkflag","0.0089(0.0065)","0.0151(0.0038)","0.0192(0.0038)","0.0162(0.003)","0.0201(0.0022)","0.0215(0.0017)"
"8212_rbf","0.0083(0.0023)","0.0082(0.0019)","0.0076(0.0016)","0.0065(9e-04)","0.0064(0.0013)","0.0072(0.0012)"
"8212_lkflag","0.0055(0.0017)","0.0084(0.0018)","0.0097(0.0018)","0.0104(0.0012)","0.0109(0.0017)","0.0115(0.0015)"
"8301_rbf","0.0169(0.0024)","0.0177(0.0032)","0.016(0.0017)","0.0161(0.0018)","0.0157(0.001)","0.0153(0.0018)"
"8301_lkflag","0.0046(0.0014)","0.0071(0.0011)","0.0085(0.0011)","0.0093(8e-04)","0.0095(9e-04)","0.0096(4e-04)"
"8302_rbf","0.0244(0.0077)","0.0212(0.0032)","0.0203(0.0038)","0.0192(0.003)","0.0222(0.0029)","0.0202(0.0026)"
"8302_lkflag","0.006(0.0021)","0.0135(0.0027)","0.0149(0.002)","0.0158(0.002)","0.0178(0.0019)","0.0174(0.002)"
