"","5000","10000","15000","20000","25000","30000"
"2311_lkflag","0.0049(0.0016)","0.0102(0.0018)","0.0111(0.0016)","0.0121(0.0012)","0.012(8e-04)","0.0122(7e-04)"
"2312_rbf","0.0107(0.0035)","0.01(0.0016)","0.0081(0.0014)","0.0084(0.0013)","0.0076(0.002)","0.0076(0.0014)"
"2312_lkflag","0.0038(0.0012)","0.0073(0.0014)","0.0079(0.0012)","0.0089(0.0013)","0.0089(0.0019)","0.01(0.0015)"
"2321_rbf","0.0225(0.0043)","0.0218(0.0048)","0.0197(0.0047)","0.0181(0.0034)","0.0169(0.0029)","0.0159(0.0028)"
"2321_lkflag","0.0067(0.0026)","0.0155(0.0033)","0.0156(0.0023)","0.018(0.0024)","0.0177(0.0013)","0.019(0.0018)"
"2322_rbf","0.0161(0.0049)","0.0144(0.0027)","0.0127(0.0029)","0.0117(0.0024)","0.0116(0.0017)","0.0109(0.0015)"
"2322_lkflag","0.0049(0.0023)","0.011(0.0024)","0.0131(0.0018)","0.0124(0.0016)","0.0134(0.002)","0.0145(0.0022)"
"2331_rbf","0.0077(0.0025)","0.0069(0.0011)","0.0066(0.0017)","0.0064(0.0017)","0.0064(0.0012)","0.0063(0.001)"
"2331_lkflag","0.0034(0.0016)","0.006(0.0013)","0.007(0.0015)","0.0077(0.0012)","0.0082(0.0013)","0.0075(0.001)"
"2332_rbf","0.0049(0.0012)","0.0046(9e-04)","0.0046(7e-04)","0.005(7e-04)","0.0039(4e-04)","0.004(4e-04)"
"2332_lkflag","0.0018(8e-04)","0.0036(8e-04)","0.0045(7e-04)","0.0052(6e-04)","0.0049(5e-04)","0.0054(7e-04)"
"2401_rbf","0.0204(0.0045)","0.0197(0.0044)","0.0156(0.0019)","0.0156(0.0016)","0.0153(0.0019)","0.0149(0.0015)"
"2401_lkflag","0.007(0.0016)","0.0124(0.0043)","0.0122(0.0022)","0.0146(0.0016)","0.0142(0.0012)","0.0151(0.0022)"
"2402_rbf","0.0126(0.0039)","0.0128(0.0019)","0.0134(0.0017)","0.0112(0.0013)","0.0117(0.0013)","0.0115(6e-04)"
"2402_lkflag","0.0035(0.0014)","0.0069(0.001)","0.0086(7e-04)","0.0087(0.001)","0.0094(6e-04)","0.0097(8e-04)"
"2501_rbf","0.02(0.009)","0.0175(0.0053)","0.0166(0.0051)","0.0147(0.0029)","0.0143(0.0036)","0.0135(0.0049)"
"2501_lkflag","0.0113(0.0099)","0.0221(0.0117)","0.032(0.0118)","0.0297(0.0065)","0.0271(0.007)","0.0354(0.0057)"
"2502_rbf","0.0321(0.0074)","0.0308(0.0153)","0.0235(0.0082)","0.024(0.0085)","0.0222(0.0062)","0.0207(0.0054)"
"2502_lkflag","0.0192(0.0107)","0.0317(0.0151)","0.0356(0.0079)","0.0388(0.0092)","0.0442(0.0059)","0.0404(0.0098)"
"2601_rbf","0.0345(0.0097)","0.038(0.0075)","0.0352(0.005)","0.034(0.0057)","0.0344(0.0027)","0.0313(0.0026)"
"2601_lkflag","0.0067(0.0019)","0.0133(0.0025)","0.0153(0.0017)","0.0171(0.0018)","0.0183(0.0014)","0.0178(7e-04)"
"2602_rbf","0.0145(0.0033)","0.0154(0.002)","0.0143(0.0024)","0.0137(0.0018)","0.0136(0.002)","0.0135(0.0015)"
"2602_lkflag","0.0042(0.0011)","0.011(0.0021)","0.0108(0.0025)","0.0123(0.0018)","0.0122(0.0016)","0.0138(0.0014)"
"2611_rbf","0.0192(0.0071)","0.0202(0.0067)","0.0188(0.0037)","0.0179(0.0035)","0.0153(0.0039)","0.0159(0.0035)"
"2611_lkflag","0.0081(0.0033)","0.0183(0.0043)","0.0198(0.0038)","0.0207(0.0026)","0.0225(0.0035)","0.0223(0.0025)"
"2612_rbf","0.0198(0.006)","0.0259(0.0063)","0.0264(0.004)","0.0206(0.0043)","0.0222(0.0025)","0.0222(0.0044)"
"2612_lkflag","0.0083(0.004)","0.016(0.0042)","0.0224(0.0053)","0.021(0.0041)","0.0226(0.0037)","0.0223(0.0039)"
"2701_rbf","0.0219(0.0096)","0.0188(0.0061)","0.0176(0.0038)","0.0201(0.0041)","0.0195(0.0041)","0.0213(0.0019)"
"2701_lkflag","0.0113(0.0098)","0.0166(0.0055)","0.0224(0.0064)","0.0234(0.0047)","0.0223(0.0035)","0.0277(0.005)"
"2702_rbf","0.0338(0.015)","0.0314(0.0089)","0.0269(0.008)","0.0296(0.0047)","0.0288(0.0072)","0.0292(0.0058)"
"2702_lkflag","0.0193(0.0117)","0.0286(0.0062)","0.0323(0.0081)","0.0381(0.0041)","0.0381(0.0074)","0.0423(0.0089)"
"3001_rbf","0.0216(0.006)","0.0204(0.004)","0.0207(0.0034)","0.0203(0.0016)","0.0189(0.0037)","0.0207(0.002)"
"3001_lkflag","0.0077(0.0036)","0.017(0.0041)","0.0203(0.0046)","0.0209(0.0023)","0.0211(0.0025)","0.0233(0.0027)"
"3002_rbf","0.024(0.0067)","0.0255(0.0048)","0.0236(0.0039)","0.0234(0.0037)","0.021(0.0021)","0.0224(0.002)"
"3002_lkflag","0.0076(0.0028)","0.0162(0.003)","0.019(0.0023)","0.02(0.0034)","0.0211(0.0023)","0.0205(0.0023)"
"4001_rbf","0.0231(0.0051)","0.027(0.0029)","0.0271(0.0059)","0.0226(0.003)","0.0247(0.0026)","0.0243(0.0023)"
"4001_lkflag","0.0115(0.0037)","0.0202(0.0031)","0.0248(0.0028)","0.0254(0.003)","0.0259(0.0028)","0.0276(0.0025)"
"4002_rbf","0.0197(0.0046)","0.0199(0.0041)","0.0175(0.0043)","0.016(0.0027)","0.0167(0.0023)","0.015(0.002)"
"4002_lkflag","0.0095(0.0031)","0.0213(0.0045)","0.0235(0.002)","0.0234(0.0027)","0.0266(0.0028)","0.0244(0.0047)"
"4011_rbf","0.0227(0.003)","0.0172(0.003)","0.0198(0.0026)","0.0196(0.0027)","0.0196(0.0024)","0.0198(0.0019)"
"4011_lkflag","0.0078(0.0032)","0.0119(0.0023)","0.0142(0.0027)","0.0156(0.0016)","0.017(0.0018)","0.0179(0.0013)"
"4012_rbf","0.0214(0.0043)","0.02(0.0027)","0.0204(0.0022)","0.0219(0.0026)","0.021(0.0017)","0.0209(0.0023)"
"4012_lkflag","0.0063(0.002)","0.011(0.0014)","0.0131(0.0017)","0.0147(0.0026)","0.0149(0.0016)","0.0162(0.0017)"
"4021_rbf","0.0118(0.0042)","0.0098(0.0018)","0.0083(0.0014)","0.008(0.0016)","0.0071(0.0019)","0.006(7e-04)"
"4021_lkflag","0.0059(0.0045)","0.012(0.0013)","0.0131(0.0027)","0.0127(0.0022)","0.0146(0.0024)","0.0141(0.0025)"
"4022_rbf","0.0119(0.0091)","0.0119(0.0043)","0.0089(0.0017)","0.0094(0.0024)","0.0092(0.002)","0.0089(0.0024)"
"4022_lkflag","0.006(0.0028)","0.0102(0.0051)","0.0135(0.0023)","0.0165(0.0039)","0.0177(0.0049)","0.0173(0.0032)"
"4101_rbf","0.0247(0.0066)","0.0224(0.0061)","0.0213(0.0045)","0.0217(0.0035)","0.0196(0.004)","0.0198(0.003)"
"4101_lkflag","0.0092(0.0033)","0.0231(0.004)","0.0258(0.0047)","0.0261(0.0034)","0.0273(0.0032)","0.0284(0.0037)"
"4102_rbf","0.0153(0.0065)","0.0155(0.0049)","0.0174(0.0036)","0.0152(0.0024)","0.0134(0.0043)","0.0152(0.0017)"
"4102_lkflag","0.0073(0.0034)","0.0153(0.0024)","0.0165(0.0029)","0.0192(0.0023)","0.0196(0.003)","0.021(0.0016)"
"4111_rbf","0.029(0.01)","0.0288(0.0055)","0.0249(0.0045)","0.0235(0.0038)","0.0207(0.0037)","0.0209(0.0044)"
"4111_lkflag","0.008(0.0046)","0.0206(0.0045)","0.0228(0.0049)","0.0249(0.0026)","0.0229(0.0036)","0.0243(0.0029)"
"4112_rbf","0.0252(0.0061)","0.0306(0.0041)","0.0286(0.0063)","0.0309(0.0058)","0.0308(0.0056)","0.0258(0.0037)"
"4112_lkflag","0.0102(0.0038)","0.0221(0.0028)","0.0275(0.0045)","0.0309(0.0062)","0.0304(0.0044)","0.0297(0.0047)"
"4201_rbf","0.0165(0.0077)","0.0147(0.0069)","0.0203(0.0078)","0.0115(0.002)","0.014(0.0031)","0.0135(0.004)"
"4201_lkflag","0.0137(0.0105)","0.0292(0.0175)","0.0511(0.0131)","0.0401(0.0109)","0.0417(0.0066)","0.0475(0.0108)"
"4202_rbf","0.0134(0.0088)","0.0161(0.0031)","0.0136(0.0036)","0.0141(0.0036)","0.0116(0.0024)","0.0127(0.0043)"
"4202_lkflag","0.013(0.0116)","0.0294(0.0093)","0.0332(0.0072)","0.0374(0.0126)","0.0318(0.0068)","0.0351(0.0091)"
"5001_rbf","0.011(0.0031)","0.0106(0.0016)","0.0107(0.0015)","0.0109(0.0011)","0.0095(0.001)","0.0092(9e-04)"
"5001_lkflag","0.0034(0.0011)","0.0065(0.0013)","0.0077(0.001)","0.0087(7e-04)","0.0089(8e-04)","0.0091(0.0011)"
"5002_rbf","0.0081(0.0012)","0.008(0.0015)","0.0086(0.0013)","0.0083(0.0011)","0.0081(9e-04)","0.0087(7e-04)"
"5002_lkflag","0.0033(7e-04)","0.0063(0.001)","0.0072(0.0011)","0.0078(9e-04)","0.0081(8e-04)","0.0083(6e-04)"
"5011_rbf","0.0089(0.0029)","0.0082(0.0017)","0.0079(0.0021)","0.0074(0.0011)","0.0068(0.0011)","0.0064(0.001)"
"5011_lkflag","0.0035(0.0017)","0.007(0.0017)","0.008(0.0012)","0.0092(0.0012)","0.0096(7e-04)","0.0092(7e-04)"
"5012_rbf","0.0056(0.0011)","0.0046(8e-04)","0.0044(8e-04)","0.0047(8e-04)","0.0042(5e-04)","0.0042(6e-04)"
"5012_lkflag","0.0022(8e-04)","0.0038(8e-04)","0.0043(8e-04)","0.0051(7e-04)","0.0048(5e-04)","0.0053(6e-04)"
"5021_rbf","0.0204(0.0064)","0.0175(0.0037)","0.019(0.0022)","0.0201(0.0034)","0.0165(0.0023)","0.0175(0.0036)"
"5021_lkflag","0.0066(0.0025)","0.0126(0.002)","0.0144(0.002)","0.0165(0.003)","0.0159(0.002)","0.0163(0.0015)"
"5022_rbf","0.0158(0.0038)","0.0148(0.0028)","0.0163(0.0029)","0.0154(0.0014)","0.0148(0.0015)","0.015(0.0016)"
"5022_lkflag","0.005(0.0012)","0.0114(0.002)","0.0152(0.002)","0.0151(0.0014)","0.0157(0.0017)","0.0159(0.0013)"
"5101_rbf","0.0059(0.0015)","0.0047(0.0013)","0.0042(6e-04)","0.0049(0.001)","0.0044(7e-04)","0.0043(6e-04)"
"5101_lkflag","0.0024(0.0012)","0.0038(7e-04)","0.0044(8e-04)","0.005(0.0011)","0.0056(6e-04)","0.0055(5e-04)"
"5102_rbf","0.0058(0.0021)","0.0052(0.0012)","0.0055(9e-04)","0.005(9e-04)","0.0051(4e-04)","0.0049(2e-04)"
"5102_lkflag","0.0019(6e-04)","0.0039(7e-04)","0.0046(9e-04)","0.0046(8e-04)","0.0057(0.0011)","0.0053(7e-04)"
"5201_rbf","0.0067(0.0013)","0.006(9e-04)","0.0056(8e-04)","0.0051(6e-04)","0.005(5e-04)","0.0051(5e-04)"
"5201_lkflag","0.0016(3e-04)","0.0027(4e-04)","0.0034(4e-04)","0.0035(3e-04)","0.0037(5e-04)","0.0037(2e-04)"
"5202_rbf","0.0039(0.001)","0.0037(3e-04)","0.0032(4e-04)","0.0031(5e-04)","0.0031(3e-04)","0.0028(3e-04)"
"5202_lkflag","0.0016(5e-04)","0.0025(3e-04)","0.003(3e-04)","0.0031(3e-04)","0.0032(3e-04)","0.0034(2e-04)"
"5301_rbf","0.006(0.0027)","0.0049(0.0013)","0.0047(0.0011)","0.0044(9e-04)","0.0044(8e-04)","0.004(7e-04)"
"5301_lkflag","0.0018(8e-04)","0.0037(0.001)","0.0039(8e-04)","0.0043(6e-04)","0.0043(4e-04)","0.005(0.001)"
"5302_rbf","0.002(6e-04)","0.0021(4e-04)","0.0019(4e-04)","0.0017(3e-04)","0.0016(3e-04)","0.0015(2e-04)"
"5302_lkflag","7e-04(3e-04)","0.0019(5e-04)","0.002(4e-04)","0.002(3e-04)","0.002(3e-04)","0.002(2e-04)"
"5401_rbf","0.0141(0.0055)","0.0159(0.0025)","0.0145(0.0021)","0.0152(0.0017)","0.0147(0.0016)","0.0141(0.0017)"
"5401_lkflag","0.0046(0.002)","0.0093(0.0016)","0.0098(0.0013)","0.0106(8e-04)","0.0114(0.0016)","0.0118(0.0017)"
"5402_rbf","0.0095(0.0018)","0.0099(0.001)","0.0097(0.0014)","0.0095(0.0012)","0.0098(9e-04)","0.0093(7e-04)"
"5402_lkflag","0.0035(0.0012)","0.0068(6e-04)","0.0076(0.001)","0.0084(7e-04)","0.0084(6e-04)","0.0083(8e-04)"
"6001_rbf","0.0053(7e-04)","0.0047(6e-04)","0.0047(4e-04)","0.0046(6e-04)","0.0044(3e-04)","0.0044(5e-04)"
"6001_lkflag","0.0013(4e-04)","0.0025(3e-04)","0.0032(3e-04)","0.0033(2e-04)","0.0034(3e-04)","0.0036(3e-04)"
"6002_rbf","0.0044(6e-04)","0.0039(6e-04)","0.0041(4e-04)","0.0037(4e-04)","0.0038(3e-04)","0.0035(5e-04)"
"6002_lkflag","0.0012(2e-04)","0.0026(4e-04)","0.003(4e-04)","0.003(2e-04)","0.0034(1e-04)","0.0032(4e-04)"
"6101_rbf","0.007(0.0018)","0.0061(9e-04)","0.0063(8e-04)","0.0055(9e-04)","0.0052(0.0011)","0.0056(7e-04)"
"6101_lkflag","0.0021(7e-04)","0.0038(6e-04)","0.0055(8e-04)","0.0047(5e-04)","0.005(7e-04)","0.0056(7e-04)"
"6102_rbf","0.0057(0.0016)","0.0045(9e-04)","0.0048(5e-04)","0.0042(5e-04)","0.0042(5e-04)","0.0041(3e-04)"
"6102_lkflag","0.002(7e-04)","0.0034(6e-04)","0.0041(4e-04)","0.004(5e-04)","0.0046(5e-04)","0.0047(5e-04)"
"6201_rbf","0.0107(0.003)","0.0098(0.0011)","0.0096(0.0018)","0.0091(9e-04)","0.0086(0.0012)","0.008(8e-04)"
"6201_lkflag","0.0024(0.001)","0.0053(0.0011)","0.0061(0.0011)","0.0059(7e-04)","0.0067(9e-04)","0.0069(5e-04)"
"6202_rbf","0.0089(0.0032)","0.0075(0.0014)","0.0072(0.0017)","0.0061(0.0014)","0.0061(0.0011)","0.0059(0.001)"
"6202_lkflag","0.0031(0.0017)","0.0064(0.0013)","0.0071(0.0017)","0.0073(0.0013)","0.0082(0.0011)","0.0078(8e-04)"
"6211_rbf","0.0028(8e-04)","0.0023(4e-04)","0.0023(4e-04)","0.0019(4e-04)","0.0018(2e-04)","0.0017(2e-04)"
"6211_lkflag","9e-04(3e-04)","0.0016(3e-04)","0.0022(3e-04)","0.0022(3e-04)","0.0025(2e-04)","0.0024(2e-04)"
"6212_rbf","0.0036(9e-04)","0.0033(8e-04)","0.0025(4e-04)","0.0023(2e-04)","0.0025(5e-04)","0.0025(3e-04)"
"6212_lkflag","0.0014(6e-04)","0.0028(6e-04)","0.0028(3e-04)","0.0029(2e-04)","0.0032(5e-04)","0.0033(3e-04)"
"6221_rbf","0.003(9e-04)","0.0021(5e-04)","0.0019(4e-04)","0.0018(3e-04)","0.0018(2e-04)","0.0018(3e-04)"
"6221_lkflag","0.0017(9e-04)","0.0024(6e-04)","0.003(6e-04)","0.0033(6e-04)","0.0033(4e-04)","0.0034(7e-04)"
"6222_rbf","0.0056(0.0021)","0.006(0.0017)","0.0051(0.001)","0.0045(8e-04)","0.0043(6e-04)","0.0041(7e-04)"
"6222_lkflag","0.0023(7e-04)","0.0039(5e-04)","0.0041(8e-04)","0.0048(7e-04)","0.0048(6e-04)","0.0047(6e-04)"
"6301_rbf","0.0112(0.002)","0.0103(9e-04)","0.0097(0.0011)","0.0094(0.001)","0.0097(0.0012)","0.0094(5e-04)"
"6301_lkflag","0.003(0.001)","0.0056(7e-04)","0.0065(6e-04)","0.0067(5e-04)","0.007(8e-04)","0.0072(4e-04)"
"6302_rbf","0.0102(0.0024)","0.0106(0.002)","0.0103(0.0013)","0.0094(7e-04)","0.0096(7e-04)","0.01(7e-04)"
"6302_lkflag","0.0034(0.0011)","0.0061(0.001)","0.0068(9e-04)","0.0076(6e-04)","0.0075(5e-04)","0.0078(7e-04)"
"6401_rbf","0.0041(9e-04)","0.0036(5e-04)","0.0031(4e-04)","0.0033(4e-04)","0.0031(3e-04)","0.0026(3e-04)"
"6401_lkflag","0.0014(6e-04)","0.0036(8e-04)","0.0037(6e-04)","0.0041(8e-04)","0.0043(5e-04)","0.0041(5e-04)"
"6402_rbf","0.0051(0.0012)","0.0045(8e-04)","0.0042(7e-04)","0.0036(9e-04)","0.0036(9e-04)","0.0034(5e-04)"
"6402_lkflag","0.0025(9e-04)","0.0041(0.0011)","0.0052(9e-04)","0.0052(0.001)","0.0054(6e-04)","0.0053(6e-04)"
"7001_rbf","0.0332(0.0089)","0.0305(0.0094)","0.0288(0.0058)","0.0323(0.0069)","0.0328(0.0054)","0.0301(0.0042)"
"7001_lkflag","0.013(0.0043)","0.0233(0.0057)","0.0334(0.0048)","0.0371(0.0056)","0.0353(0.0057)","0.0367(0.0028)"
"7002_rbf","0.0235(0.0099)","0.0219(0.0054)","0.0211(0.0053)","0.0201(0.004)","0.0187(0.0023)","0.0195(0.0031)"
"7002_lkflag","0.0146(0.0081)","0.0212(0.0038)","0.0249(0.0036)","0.027(0.0048)","0.0286(0.0052)","0.0279(0.0036)"
"7011_rbf","0.0267(0.0081)","0.0214(0.0079)","0.0219(0.0053)","0.0211(0.0046)","0.0181(0.0034)","0.0157(0.0036)"
"7011_lkflag","0.0112(0.0041)","0.0221(0.0078)","0.0247(0.0044)","0.0275(0.0042)","0.0282(0.0049)","0.0287(0.004)"
"7012_rbf","0.0249(0.0086)","0.0194(0.0053)","0.0171(0.0033)","0.0176(0.0035)","0.0177(0.003)","0.0163(0.0015)"
"7012_lkflag","0.0105(0.0028)","0.0187(0.0041)","0.0208(0.0025)","0.0237(0.003)","0.0235(0.0036)","0.0247(0.0029)"
"7021_rbf","0.0145(0.0072)","0.0133(0.0043)","0.0143(0.0045)","0.0129(0.0047)","0.0109(0.0043)","0.0128(0.0043)"
"7021_lkflag","0.0111(0.0151)","0.0183(0.0055)","0.0284(0.0105)","0.0255(0.0063)","0.0274(0.0087)","0.029(0.006)"
"7022_rbf","0.0112(0.0033)","0.0086(0.0015)","0.0079(0.0027)","0.01(0.0022)","0.0079(0.0023)","0.0071(0.0023)"
"7022_lkflag","0.0049(0.0031)","0.0111(0.003)","0.0101(0.0036)","0.0142(0.0036)","0.0146(0.0039)","0.0146(0.0032)"
"7101_rbf","0.0371(0.0151)","0.0376(0.0071)","0.0357(0.0076)","0.0348(0.0069)","0.035(0.0066)","0.0321(0.0068)"
"7101_lkflag","0.0194(0.0112)","0.0371(0.0074)","0.0436(0.0067)","0.05(0.0054)","0.0511(0.0056)","0.0531(0.0056)"
"7102_rbf","0.0238(0.0062)","0.0223(0.0045)","0.02(0.0027)","0.02(0.0032)","0.0182(0.0026)","0.0191(0.0028)"
"7102_lkflag","0.0115(0.0059)","0.0193(0.0041)","0.0239(0.0036)","0.0256(0.0032)","0.0258(0.0016)","0.0271(0.0026)"
"8101_rbf","0.0087(0.0038)","0.0063(0.002)","0.0057(0.0017)","0.0047(0.0011)","0.0049(0.0011)","0.0047(0.0012)"
"8101_lkflag","0.009(0.0078)","0.0101(0.0027)","0.0109(0.0034)","0.0135(0.0024)","0.0135(0.0027)","0.0158(0.0035)"
"8102_rbf","0.0047(0.0017)","0.0039(0.0013)","0.0036(9e-04)","0.0034(7e-04)","0.0035(9e-04)","0.0028(6e-04)"
"8102_lkflag","0.0033(0.0018)","0.0057(0.0018)","0.0072(0.0026)","0.0069(0.0011)","0.0075(0.0014)","0.0071(0.0015)"
"8111_rbf","0.0086(0.0025)","0.0083(0.0013)","0.0077(0.0011)","0.0082(9e-04)","0.0079(0.0015)","0.0074(5e-04)"
"8111_lkflag","0.0032(0.001)","0.0071(0.0021)","0.0075(0.0012)","0.008(0.0011)","0.0086(9e-04)","0.0088(8e-04)"
"8112_rbf","0.004(0.0012)","0.004(6e-04)","0.0038(5e-04)","0.0036(5e-04)","0.0037(5e-04)","0.0036(4e-04)"
"8112_lkflag","0.0012(3e-04)","0.0023(5e-04)","0.0027(3e-04)","0.0027(3e-04)","0.0029(2e-04)","0.0029(2e-04)"
"8121_rbf","0.0212(0.0059)","0.0207(0.0036)","0.0176(0.003)","0.0207(0.0035)","0.0194(0.004)","0.0178(0.0035)"
"8121_lkflag","0.0083(0.0039)","0.016(0.0037)","0.0187(0.0034)","0.0222(0.0028)","0.0237(0.0035)","0.023(0.0028)"
"8122_rbf","0.0087(0.0035)","0.0071(0.0016)","0.0075(0.0019)","0.007(0.0012)","0.0068(0.0012)","0.0064(0.0011)"
"8122_lkflag","0.0034(0.0018)","0.0063(0.0011)","0.0088(0.0011)","0.0095(0.0014)","0.009(0.0013)","0.0105(0.0015)"
"8201_rbf","0.01(0.0014)","0.009(0.0016)","0.0097(8e-04)","0.0093(0.0011)","0.0091(6e-04)","0.0089(9e-04)"
"8201_lkflag","0.0023(6e-04)","0.004(7e-04)","0.0049(7e-04)","0.0052(6e-04)","0.0053(6e-04)","0.0054(3e-04)"
"8202_rbf","0.0076(0.0011)","0.0065(5e-04)","0.0067(6e-04)","0.0064(4e-04)","0.0065(4e-04)","0.006(4e-04)"
"8202_lkflag","0.0017(3e-04)","0.0034(7e-04)","0.004(4e-04)","0.0045(4e-04)","0.0046(2e-04)","0.0045(3e-04)"
"8211_rbf","0.0292(0.0083)","0.02(0.0067)","0.0173(0.0039)","0.0137(0.0021)","0.0149(0.0024)","0.0136(0.0037)"
"8211_lkflag","0.0117(0.0068)","0.0145(0.0047)","0.016(0.0053)","0.0208(0.0043)","0.0205(0.0023)","0.0191(0.0016)"
"8212_rbf","0.0055(0.0016)","0.0057(0.0013)","0.0056(0.0014)","0.0058(0.001)","0.0054(0.0014)","0.0052(9e-04)"
"8212_lkflag","0.0037(0.0017)","0.0069(0.0019)","0.0072(0.0015)","0.008(9e-04)","0.0086(0.0013)","0.0088(3e-04)"
"8301_rbf","0.0105(0.0019)","0.0088(0.0017)","0.0092(9e-04)","0.0088(0.0013)","0.0083(8e-04)","0.0084(5e-04)"
"8301_lkflag","0.0029(7e-04)","0.0058(0.0012)","0.0068(7e-04)","0.0071(0.001)","0.0075(7e-04)","0.0074(7e-04)"
"8302_rbf","0.0094(0.0014)","0.0088(8e-04)","0.0091(6e-04)","0.0095(0.001)","0.0086(6e-04)","0.0083(4e-04)"
"8302_lkflag","0.0025(5e-04)","0.0045(6e-04)","0.0053(5e-04)","0.006(5e-04)","0.006(4e-04)","0.0064(4e-04)"
