"","5000","10000","15000","20000","25000","30000"
"2001_rbf","0.0071(0.0016)","0.0067(0.0013)","0.0061(5e-04)","0.0058(6e-04)","0.0057(4e-04)","0.0057(7e-04)"
"2001_lkflag","0.0021(8e-04)","0.0041(7e-04)","0.0046(5e-04)","0.005(4e-04)","0.0049(3e-04)","0.0052(3e-04)"
"2002_rbf","0.005(0.0013)","0.0052(8e-04)","0.0045(7e-04)","0.0045(5e-04)","0.0046(3e-04)","0.0046(5e-04)"
"2002_lkflag","0.0015(3e-04)","0.003(5e-04)","0.0034(4e-04)","0.0035(3e-04)","0.0039(4e-04)","0.0038(3e-04)"
"2101_rbf","0.0191(0.0043)","0.0182(0.0013)","0.0178(0.0018)","0.0189(0.0012)","0.0186(8e-04)","0.0177(0.0011)"
"2101_lkflag","0.0058(0.0019)","0.0113(0.0014)","0.0127(0.0017)","0.014(0.0011)","0.0144(0.0011)","0.0133(7e-04)"
"2102_rbf","0.0127(0.0022)","0.0122(0.0014)","0.0129(9e-04)","0.0127(0.001)","0.0128(0.0013)","0.0126(5e-04)"
"2102_lkflag","0.0033(0.0011)","0.0068(0.001)","0.0074(8e-04)","0.0078(7e-04)","0.0084(6e-04)","0.0083(8e-04)"
"2111_rbf","0.0481(0.0124)","0.04(0.0131)","0.0332(0.0071)","0.0304(0.0053)","0.0345(0.0066)","0.0328(0.0057)"
"2111_lkflag","0.0141(0.0097)","0.0299(0.0067)","0.0354(0.0074)","0.0345(0.006)","0.0397(0.0097)","0.0449(0.0077)"
"2112_rbf","0.0164(0.0097)","0.0277(0.0102)","0.0229(0.0053)","0.0235(0.0053)","0.0189(0.0026)","0.0183(0.0041)"
"2112_lkflag","0.0052(0.0026)","0.0201(0.0085)","0.0209(0.0076)","0.0217(0.0044)","0.0218(0.0042)","0.0205(0.0042)"
"2201_rbf","0.0236(0.0037)","0.0224(0.0016)","0.0223(0.0016)","0.0205(0.0017)","0.0197(0.0011)","0.0197(0.0015)"
"2201_lkflag","0.0064(0.0014)","0.0103(0.0011)","0.0133(0.0014)","0.0132(0.001)","0.0139(0.0014)","0.0141(5e-04)"
"2202_rbf","0.0116(0.0015)","0.0127(0.0012)","0.0124(0.0011)","0.0118(9e-04)","0.0118(7e-04)","0.0114(7e-04)"
"2202_lkflag","0.0029(6e-04)","0.0058(9e-04)","0.0066(7e-04)","0.0066(6e-04)","0.0068(5e-04)","0.0073(5e-04)"
"2211_rbf","0.0165(0.0038)","0.0187(0.0059)","0.0157(0.0045)","0.017(0.0039)","0.0157(0.0035)","0.0141(0.0027)"
"2211_lkflag","0.0064(0.0026)","0.0208(0.0062)","0.0225(0.0066)","0.0234(0.0051)","0.0242(0.0057)","0.0281(0.0046)"
"2212_rbf","0.0061(0.0018)","0.0062(0.0016)","0.0056(0.0015)","0.0045(0.0014)","0.004(6e-04)","0.0038(7e-04)"
"2212_lkflag","0.0023(7e-04)","0.007(0.0013)","0.0069(0.0013)","0.0076(8e-04)","0.0081(0.0011)","0.0081(7e-04)"
"2301_rbf","0.0124(0.004)","0.0117(0.0032)","0.0102(0.0018)","0.01(0.0019)","0.0102(0.0013)","0.0095(0.0011)"
"2301_lkflag","0.0068(0.0026)","0.0139(0.0046)","0.013(0.0019)","0.0169(0.0022)","0.0145(0.0012)","0.0154(0.0016)"
"2302_rbf","0.0062(0.0022)","0.0078(0.0024)","0.0077(0.0013)","0.0071(0.0017)","0.0068(0.001)","0.0068(0.0011)"
"2302_lkflag","0.0041(0.0021)","0.0073(0.0018)","0.0088(0.0014)","0.0086(0.0012)","0.0089(0.001)","0.0094(8e-04)"
"2311_rbf","0.0147(0.0036)","0.0145(0.0019)","0.0138(0.0015)","0.0127(0.0013)","0.0122(0.0011)","0.0118(0.0018)"
"2311_lkflag","0.0048(0.0013)","0.0105(0.002)","0.0115(0.0017)","0.0122(0.0016)","0.0123(7e-04)","0.0133(0.001)"
"2312_rbf","0.0057(0.0016)","0.0057(0.0011)","0.0055(7e-04)","0.0056(0.001)","0.0054(8e-04)","0.0049(5e-04)"
"2312_lkflag","0.0021(3e-04)","0.0048(8e-04)","0.0052(6e-04)","0.0057(9e-04)","0.0061(6e-04)","0.006(6e-04)"
"2321_rbf","0.0274(0.007)","0.0242(0.0065)","0.0218(0.0033)","0.0234(0.0041)","0.0185(0.0033)","0.0197(0.0033)"
"2321_lkflag","0.0093(0.003)","0.0167(0.0042)","0.0203(0.0027)","0.0224(0.0028)","0.0225(0.0029)","0.0221(0.0022)"
"2322_rbf","0.0113(0.0041)","0.0111(0.0026)","0.0091(0.0016)","0.0095(0.0011)","0.0086(0.0012)","0.0088(0.0015)"
"2322_lkflag","0.004(0.0023)","0.0087(0.0013)","0.0095(0.0019)","0.0098(7e-04)","0.0107(0.0013)","0.012(0.0013)"
"2331_rbf","0.0091(0.003)","0.0078(0.0017)","0.0077(0.0014)","0.0069(0.0011)","0.0074(0.0015)","0.0066(8e-04)"
"2331_lkflag","0.005(0.0036)","0.0076(0.0016)","0.0083(0.0011)","0.009(0.0013)","0.0094(0.001)","0.0098(8e-04)"
"2332_rbf","0.0078(0.0025)","0.0061(0.0017)","0.0047(8e-04)","0.0054(0.0011)","0.0058(9e-04)","0.0053(7e-04)"
"2332_lkflag","0.0033(0.0013)","0.0059(0.0012)","0.0061(9e-04)","0.0065(0.0012)","0.0074(0.0011)","0.0075(6e-04)"
"2401_rbf","0.0081(0.0016)","0.0073(0.0013)","0.0077(0.0012)","0.0077(9e-04)","0.0071(0.001)","0.0078(6e-04)"
