"","5000","10000","15000","20000","25000","30000"
"4201_lkflag","0.0181(0.019)","0.0229(0.013)","0.0237(0.0119)","0.0218(0.0099)","0.0211(0.0077)","0.0237(0.0106)"
"4202_rbf","0.0082(0.0087)","0.0093(0.0046)","0.0071(0.0037)","0.006(0.0029)","0.0058(0.0017)","0.0079(0.0026)"
"4202_lkflag","0.0062(0.0061)","0.015(0.0085)","0.0137(0.0059)","0.015(0.0052)","0.0119(0.0021)","0.0174(0.0022)"
"5001_rbf","0.0198(0.0026)","0.0172(0.003)","0.0156(0.0022)","0.0155(0.0025)","0.0159(0.0012)","0.0137(0.0017)"
"5001_lkflag","0.0065(0.0031)","0.0113(0.0018)","0.0136(0.0023)","0.0142(0.0018)","0.0163(0.0027)","0.0148(0.0016)"
"5002_rbf","0.0156(0.005)","0.0153(0.0023)","0.0134(0.0021)","0.0128(0.0021)","0.0119(0.0014)","0.0125(0.0016)"
"5002_lkflag","0.0045(0.0015)","0.0097(0.0014)","0.0111(0.0013)","0.0114(0.0021)","0.0112(9e-04)","0.0122(0.0016)"
"5011_rbf","0.0168(0.0034)","0.0141(0.0043)","0.0128(0.0016)","0.013(0.0026)","0.0127(0.0018)","0.0114(0.001)"
"5011_lkflag","0.0055(0.0023)","0.0103(0.0018)","0.0141(0.0029)","0.0153(0.0019)","0.0142(0.0012)","0.0152(0.002)"
"5012_rbf","0.0082(0.0012)","0.0087(0.0014)","0.0063(0.0017)","0.007(0.0012)","0.0058(0.0011)","0.0051(9e-04)"
"5012_lkflag","0.0028(7e-04)","0.0065(0.0012)","0.0065(0.002)","0.0064(7e-04)","0.0069(8e-04)","0.0072(8e-04)"
"5021_rbf","0.0153(0.0025)","0.0163(0.0027)","0.0145(0.0019)","0.0144(0.0013)","0.0131(0.0014)","0.0125(0.0017)"
"5021_lkflag","0.0051(0.0011)","0.0116(0.0028)","0.0126(0.0024)","0.0144(0.0018)","0.0146(0.0019)","0.015(0.0014)"
"5022_rbf","0.0206(0.0038)","0.0187(0.0047)","0.0166(0.003)","0.0151(0.0018)","0.0148(0.0021)","0.014(0.0018)"
"5022_lkflag","0.0054(0.002)","0.0105(0.0027)","0.0109(0.0012)","0.0117(0.0021)","0.0122(0.0019)","0.012(0.0016)"
"5101_rbf","0.0109(0.0056)","0.0081(0.0027)","0.0087(0.002)","0.0084(0.0022)","0.0066(0.0014)","0.0078(0.0014)"
"5101_lkflag","0.0029(0.0017)","0.0063(0.0023)","0.0086(0.002)","0.0083(0.0016)","0.0081(0.002)","0.0095(0.0017)"
"5102_rbf","0.0097(0.0028)","0.0096(0.0025)","0.008(0.0018)","0.008(0.0019)","0.0079(0.0015)","0.0064(6e-04)"
"5102_lkflag","0.0031(0.002)","0.0062(0.0011)","0.0064(0.0012)","0.0071(0.0016)","0.0074(0.001)","0.0071(7e-04)"
"5201_rbf","0.0049(9e-04)","0.004(7e-04)","0.0041(6e-04)","0.0033(3e-04)","0.0034(3e-04)","0.0033(4e-04)"
"5201_lkflag","0.0013(5e-04)","0.0025(2e-04)","0.0031(5e-04)","0.0031(3e-04)","0.0032(3e-04)","0.0033(3e-04)"
"5202_rbf","0.0068(0.0021)","0.0049(0.0011)","0.005(9e-04)","0.0045(8e-04)","0.0043(7e-04)","0.0044(6e-04)"
"5202_lkflag","0.0018(7e-04)","0.0031(5e-04)","0.0037(5e-04)","0.004(8e-04)","0.0042(5e-04)","0.0044(6e-04)"
"5301_rbf","0.0071(0.0032)","0.0057(0.0012)","0.005(6e-04)","0.0052(0.001)","0.0043(7e-04)","0.0042(0.001)"
"5301_lkflag","0.0023(0.001)","0.0053(0.0015)","0.0055(0.0013)","0.0069(0.0016)","0.0069(0.0018)","0.0065(0.0015)"
"5302_rbf","0.0036(0.0011)","0.0032(4e-04)","0.0028(7e-04)","0.0024(3e-04)","0.0024(4e-04)","0.0022(3e-04)"
"5302_lkflag","0.0013(6e-04)","0.0023(4e-04)","0.0028(6e-04)","0.0029(4e-04)","0.0029(3e-04)","0.003(2e-04)"
"5401_rbf","0.0154(0.0032)","0.0138(0.003)","0.0137(0.0022)","0.0122(0.0012)","0.0138(0.0014)","0.0131(0.001)"
"5401_lkflag","0.0047(0.0013)","0.0084(0.0014)","0.0099(0.0012)","0.0096(0.0012)","0.0104(0.0012)","0.0112(9e-04)"
"5402_rbf","0.0126(0.0036)","0.013(0.0023)","0.0121(0.0023)","0.0116(0.0016)","0.0109(0.0014)","0.0103(0.0015)"
"5402_lkflag","0.0034(0.0013)","0.007(0.0012)","0.0076(9e-04)","0.0083(8e-04)","0.0087(8e-04)","0.0088(4e-04)"
"6001_rbf","0.0033(6e-04)","0.0031(6e-04)","0.0031(3e-04)","0.003(2e-04)","0.0031(2e-04)","0.003(2e-04)"
"6001_lkflag","0.0013(3e-04)","0.0021(3e-04)","0.0024(3e-04)","0.0025(1e-04)","0.0028(1e-04)","0.0028(1e-04)"
"6002_rbf","0.004(0.0014)","0.0033(5e-04)","0.0032(4e-04)","0.0029(4e-04)","0.0027(2e-04)","0.0029(2e-04)"
"6002_lkflag","0.0011(3e-04)","0.0017(2e-04)","0.0022(2e-04)","0.0024(1e-04)","0.0023(2e-04)","0.0025(3e-04)"
"6101_rbf","0.0082(0.003)","0.0075(0.0019)","0.006(0.0014)","0.0062(9e-04)","0.0059(7e-04)","0.0053(4e-04)"
"6101_lkflag","0.0034(0.0012)","0.0049(0.0013)","0.0063(0.0015)","0.0068(0.001)","0.0069(9e-04)","0.0068(7e-04)"
"6102_rbf","0.0111(0.0022)","0.0091(0.0016)","0.0093(0.0017)","0.0087(0.0015)","0.0083(0.0012)","0.0084(8e-04)"
"6102_lkflag","0.0044(0.0015)","0.0079(0.0014)","0.0091(0.0015)","0.0096(0.001)","0.0098(0.0016)","0.0111(0.001)"
"6201_rbf","0.0063(8e-04)","0.006(0.0012)","0.0058(7e-04)","0.0056(5e-04)","0.0054(6e-04)","0.0051(5e-04)"
"6201_lkflag","0.0018(6e-04)","0.0037(9e-04)","0.0047(8e-04)","0.0048(5e-04)","0.0048(4e-04)","0.0049(3e-04)"
"6202_rbf","0.0135(0.0052)","0.0106(0.0021)","0.0107(0.0023)","0.0103(0.0022)","0.0097(0.0016)","0.0095(0.0019)"
"6202_lkflag","0.005(0.0017)","0.0094(0.0018)","0.0112(0.0019)","0.0107(0.0021)","0.0127(0.0026)","0.0125(0.0013)"
"6211_rbf","0.006(0.0023)","0.0054(0.0012)","0.0049(0.001)","0.0047(9e-04)","0.0042(6e-04)","0.0039(5e-04)"
"6211_lkflag","0.003(0.0016)","0.0047(7e-04)","0.0056(8e-04)","0.0055(0.0011)","0.0059(7e-04)","0.0058(6e-04)"
"6212_rbf","0.0068(0.0021)","0.0056(0.0012)","0.0049(8e-04)","0.0038(8e-04)","0.0042(7e-04)","0.004(6e-04)"
"6212_lkflag","0.0019(7e-04)","0.0032(5e-04)","0.004(8e-04)","0.0037(7e-04)","0.0042(7e-04)","0.0043(5e-04)"
"6221_rbf","0.0061(0.0013)","0.0045(0.001)","0.0037(8e-04)","0.0042(8e-04)","0.0033(5e-04)","0.0033(6e-04)"
"6221_lkflag","0.0024(0.001)","0.004(8e-04)","0.0047(7e-04)","0.0054(0.0011)","0.0055(4e-04)","0.0055(8e-04)"
"6222_rbf","0.0137(0.0032)","0.0111(0.0029)","0.0101(0.0019)","0.0102(7e-04)","0.0101(0.0011)","0.0084(6e-04)"
"6222_lkflag","0.0049(0.0022)","0.0091(0.0018)","0.0101(0.0015)","0.0113(8e-04)","0.0122(0.0011)","0.0114(0.0012)"
"6301_rbf","0.0159(0.0033)","0.0148(0.0013)","0.014(0.0016)","0.0139(0.0011)","0.0138(9e-04)","0.0132(0.0011)"
"6301_lkflag","0.0053(0.002)","0.0099(0.0015)","0.0107(0.0016)","0.0115(0.0015)","0.012(0.0012)","0.012(0.001)"
"6302_rbf","0.0217(0.0037)","0.0197(0.0029)","0.0202(0.0035)","0.0176(0.002)","0.0182(0.0018)","0.0174(0.0018)"
"6302_lkflag","0.0042(0.0011)","0.0078(0.0012)","0.0099(0.0012)","0.0099(0.0012)","0.0111(8e-04)","0.0112(9e-04)"
"6401_rbf","0.0026(8e-04)","0.0021(4e-04)","0.0022(7e-04)","0.0022(3e-04)","0.0022(4e-04)","0.0021(2e-04)"
"6401_lkflag","0.0012(6e-04)","0.0022(6e-04)","0.0025(5e-04)","0.0027(4e-04)","0.0028(3e-04)","0.003(4e-04)"
"6402_rbf","0.0034(0.0012)","0.0028(8e-04)","0.0023(5e-04)","0.0022(5e-04)","0.0019(4e-04)","0.0018(3e-04)"
"6402_lkflag","0.0013(8e-04)","0.0021(7e-04)","0.0029(3e-04)","0.0027(5e-04)","0.0028(5e-04)","0.0031(5e-04)"
"7001_rbf","0.0273(0.0066)","0.0239(0.0037)","0.0197(0.0015)","0.0189(0.0025)","0.0181(0.0019)","0.0176(0.0018)"
"7001_lkflag","0.0087(0.0037)","0.022(0.0051)","0.0238(0.0039)","0.0238(0.0041)","0.0267(0.0034)","0.0272(0.0041)"
"7002_rbf","0.0244(0.0071)","0.0222(0.0039)","0.0212(0.004)","0.0215(0.0044)","0.0189(0.0032)","0.0177(0.0011)"
"7002_lkflag","0.009(0.0029)","0.0209(0.0038)","0.025(0.0032)","0.0279(0.0054)","0.0295(0.0029)","0.0311(0.0029)"
"7011_rbf","0.0245(0.0141)","0.02(0.0051)","0.0172(0.0041)","0.0138(0.0021)","0.0138(0.0037)","0.0112(0.0024)"
"7011_lkflag","0.009(0.0048)","0.0136(0.0036)","0.0158(0.0022)","0.0165(0.0042)","0.018(0.0029)","0.0158(0.002)"
"7012_rbf","0.0179(0.0044)","0.0163(0.0031)","0.0138(0.0029)","0.0139(0.0027)","0.0119(0.0021)","0.0123(0.0017)"
"7012_lkflag","0.0066(0.0023)","0.0155(0.0047)","0.0171(0.0039)","0.018(0.0027)","0.0194(0.0023)","0.018(0.002)"
"7021_rbf","0.0098(0.0047)","0.0096(0.0032)","0.0101(0.0036)","0.0081(0.0016)","0.0082(0.0025)","0.0069(0.0013)"
"7021_lkflag","0.0067(0.0048)","0.015(0.0044)","0.0161(0.0035)","0.0163(0.0038)","0.0194(0.0059)","0.0164(0.0019)"
"7022_rbf","0.0163(0.008)","0.018(0.0061)","0.0138(0.0041)","0.0141(0.005)","0.0128(0.0026)","0.0112(0.0026)"
"7022_lkflag","0.0116(0.0084)","0.0262(0.0103)","0.0266(0.006)","0.0271(0.0056)","0.0303(0.0051)","0.0266(0.005)"
"7101_rbf","0.0239(0.0091)","0.0198(0.0046)","0.0181(0.0029)","0.0177(0.0047)","0.0152(0.0024)","0.0145(0.0023)"
"7101_lkflag","0.0119(0.0056)","0.0204(0.0035)","0.0234(0.0031)","0.0258(0.0035)","0.0268(0.0028)","0.0269(0.0041)"
"7102_rbf","0.0157(0.0067)","0.0192(0.0046)","0.0181(0.0028)","0.0163(0.0021)","0.0162(0.0027)","0.0165(0.0022)"
"7102_lkflag","0.0098(0.006)","0.0182(0.0044)","0.021(0.0032)","0.0209(0.0016)","0.0229(0.0031)","0.0243(0.0024)"
"8101_rbf","0.0059(0.0046)","0.0073(0.0026)","0.0058(0.0027)","0.0056(0.0022)","0.006(0.0026)","0.0044(8e-04)"
"8101_lkflag","0.0058(0.006)","0.0112(0.0027)","0.0119(0.0051)","0.0135(0.0034)","0.0152(0.0056)","0.0142(0.0027)"
"8102_rbf","0.0037(0.0015)","0.0024(8e-04)","0.0021(0.0013)","0.0021(8e-04)","0.0021(4e-04)","0.0018(7e-04)"
"8102_lkflag","0.0029(0.002)","0.0032(0.0017)","0.0039(0.0012)","0.0043(0.001)","0.0053(0.001)","0.0048(0.0011)"
"8111_rbf","0.0069(0.0017)","0.005(7e-04)","0.005(9e-04)","0.005(6e-04)","0.0044(4e-04)","0.0044(4e-04)"
"8111_lkflag","0.0019(7e-04)","0.0029(6e-04)","0.0038(5e-04)","0.0037(4e-04)","0.0041(3e-04)","0.0041(3e-04)"
"8112_rbf","0.0072(0.002)","0.0058(0.001)","0.0053(7e-04)","0.0051(7e-04)","0.0052(7e-04)","0.0048(5e-04)"
"8112_lkflag","0.0019(6e-04)","0.0038(8e-04)","0.0041(6e-04)","0.0044(6e-04)","0.0049(6e-04)","0.0046(5e-04)"
"8121_rbf","0.0118(0.0038)","0.0097(0.0023)","0.0101(0.0019)","0.0092(0.0014)","0.0085(0.0014)","0.0085(0.0013)"
"8121_lkflag","0.0053(0.0027)","0.0115(0.0017)","0.0139(0.0023)","0.0149(0.0021)","0.0139(0.0019)","0.0152(0.0032)"
"8122_rbf","0.0075(0.0037)","0.0071(0.0024)","0.0071(0.0019)","0.0066(0.0016)","0.006(0.001)","0.0064(0.001)"
"8122_lkflag","0.0036(0.0016)","0.0072(0.0026)","0.0087(0.0023)","0.0087(0.0012)","0.009(8e-04)","0.0097(0.0012)"
"8201_rbf","0.0054(7e-04)","0.0059(7e-04)","0.0058(5e-04)","0.0055(5e-04)","0.0055(4e-04)","0.0053(3e-04)"
"8201_lkflag","0.0014(3e-04)","0.0027(4e-04)","0.0031(4e-04)","0.0033(2e-04)","0.0034(3e-04)","0.0033(2e-04)"
"8202_rbf","0.0137(0.0032)","0.0124(0.0021)","0.0115(9e-04)","0.0112(0.0011)","0.0099(0.001)","0.01(6e-04)"
"8202_lkflag","0.0026(6e-04)","0.0047(6e-04)","0.0055(3e-04)","0.006(5e-04)","0.006(4e-04)","0.006(5e-04)"
"8211_rbf","0.0099(0.0044)","0.0094(0.0045)","0.0083(0.0026)","0.0071(0.0026)","0.0069(0.0022)","0.0058(9e-04)"
"8211_lkflag","0.0041(0.0034)","0.011(0.0046)","0.0133(0.0029)","0.0126(0.0024)","0.0124(0.0023)","0.0133(0.0017)"
"8212_rbf","0.0061(0.0013)","0.0057(0.0014)","0.0054(0.0011)","0.0065(0.0016)","0.0061(0.0011)","0.0058(8e-04)"
"8212_lkflag","0.0032(0.0014)","0.0065(0.0014)","0.0074(0.0014)","0.0087(0.0015)","0.0085(7e-04)","0.009(0.0012)"
"8301_rbf","0.0072(0.0015)","0.0083(0.0013)","0.0077(0.0011)","0.0075(9e-04)","0.0079(6e-04)","0.0074(9e-04)"
"8301_lkflag","0.0027(0.0011)","0.005(7e-04)","0.0056(7e-04)","0.0063(5e-04)","0.0062(4e-04)","0.0063(4e-04)"
"8302_rbf","0.0123(0.0028)","0.011(0.0015)","0.0105(0.0016)","0.0098(6e-04)","0.0102(0.0016)","0.0092(0.0012)"
"8302_lkflag","0.0026(6e-04)","0.0047(8e-04)","0.0057(0.001)","0.0058(4e-04)","0.0066(6e-04)","0.0064(6e-04)"
