"","5000","10000","15000","20000","25000","30000"
"2001_rbf","0.0171(0.0049)","0.0159(0.0025)","0.014(0.0024)","0.0152(0.0027)","0.0133(0.0011)","0.0133(0.0021)"
"2001_lkflag","0.0039(0.0014)","0.0066(0.001)","0.0081(9e-04)","0.0087(8e-04)","0.0095(7e-04)","0.0092(8e-04)"
"2002_rbf","0.0071(0.0016)","0.008(0.0011)","0.0087(0.0012)","0.0084(8e-04)","0.0085(6e-04)","0.0079(6e-04)"
"2002_lkflag","0.0021(4e-04)","0.0043(9e-04)","0.006(7e-04)","0.0064(4e-04)","0.0069(7e-04)","0.0067(5e-04)"
"2101_rbf","0.0316(0.0034)","0.0302(0.0035)","0.0283(0.0035)","0.0279(0.0026)","0.0283(0.0019)","0.0277(0.0016)"
"2101_lkflag","0.0105(0.0037)","0.0152(0.0028)","0.0177(0.002)","0.02(0.0027)","0.02(9e-04)","0.0208(0.0013)"
"2102_rbf","0.022(0.0036)","0.0238(0.0024)","0.0245(0.0023)","0.0231(0.0022)","0.0225(0.001)","0.023(0.0017)"
"2102_lkflag","0.0054(0.0013)","0.0098(0.0015)","0.0128(0.0011)","0.0122(0.0011)","0.0129(8e-04)","0.0137(0.001)"
"2111_rbf","0.031(0.0062)","0.0265(0.0061)","0.0249(0.0067)","0.028(0.0044)","0.0262(0.0053)","0.0239(0.003)"
"2111_lkflag","0.0134(0.0073)","0.0235(0.0034)","0.0224(0.0048)","0.0295(0.0056)","0.0294(0.0048)","0.0275(0.0031)"
"2112_rbf","0.0357(0.0135)","0.0336(0.0087)","0.0281(0.0072)","0.0299(0.0067)","0.0264(0.0036)","0.0241(0.0053)"
"2112_lkflag","0.0155(0.0093)","0.0305(0.0069)","0.0325(0.0063)","0.0405(0.0067)","0.04(0.0085)","0.0351(0.0039)"
"2201_rbf","0.0372(0.007)","0.0417(0.006)","0.0392(0.006)","0.0379(0.0042)","0.0339(0.0021)","0.032(0.003)"
"2201_lkflag","0.0079(0.0018)","0.016(0.0015)","0.0172(0.0017)","0.0192(0.0013)","0.0199(0.001)","0.0204(0.0015)"
"2202_rbf","0.0281(0.0039)","0.0324(0.0036)","0.0301(0.0026)","0.0291(0.0017)","0.0289(0.0018)","0.0284(0.0014)"
"2202_lkflag","0.0056(0.0017)","0.0113(0.0013)","0.0136(0.0016)","0.0144(9e-04)","0.0151(0.0011)","0.0157(0.0012)"
"2211_rbf","0.0166(0.0055)","0.0159(0.0049)","0.0141(0.0029)","0.0133(0.0025)","0.0118(0.0026)","0.0108(0.003)"
"2211_lkflag","0.0056(0.0022)","0.0162(0.005)","0.0174(0.0027)","0.019(0.0035)","0.0202(0.003)","0.0193(0.0033)"
"2212_rbf","0.0357(0.0178)","0.0261(0.0103)","0.024(0.0049)","0.0189(0.0043)","0.0193(0.0023)","0.0174(0.0049)"
"2212_lkflag","0.0192(0.0114)","0.031(0.0082)","0.0392(0.0056)","0.0402(0.0069)","0.041(0.0042)","0.0403(0.0071)"
"2301_rbf","0.0199(0.0056)","0.0187(0.0079)","0.0209(0.0039)","0.0174(0.0027)","0.0164(0.0024)","0.0154(0.0023)"
"2301_lkflag","0.0097(0.0045)","0.0184(0.0038)","0.0218(0.0047)","0.0245(0.0027)","0.0217(0.0037)","0.0246(0.0022)"
"2302_rbf","0.0182(0.0054)","0.0134(0.0031)","0.0124(0.0012)","0.0121(0.0025)","0.0106(0.0013)","0.0106(0.0015)"
"2302_lkflag","0.007(0.0032)","0.0109(0.0023)","0.013(0.0017)","0.013(0.0012)","0.0144(0.0015)","0.015(0.0011)"
"2311_rbf","0.0184(0.0045)","0.0135(0.0012)","0.0142(0.0017)","0.0126(0.0013)","0.0132(0.0015)","0.012(0.001)"
"2311_lkflag","0.0077(0.0037)","0.0108(0.0014)","0.0136(0.0013)","0.0133(0.0015)","0.0145(0.0012)","0.0145(0.0014)"
"2312_rbf","0.024(0.01)","0.0208(0.0047)","0.0178(0.0023)","0.0214(0.003)","0.0183(0.0021)","0.0176(0.003)"
"2312_lkflag","0.0091(0.0026)","0.0172(0.0027)","0.0191(0.0022)","0.0215(0.0023)","0.0213(0.002)","0.0227(0.0018)"
"2321_rbf","0.017(0.0057)","0.0135(0.003)","0.014(0.0031)","0.0126(0.0027)","0.0116(0.0014)","0.0114(9e-04)"
"2321_lkflag","0.0063(0.0021)","0.0114(0.0027)","0.0137(0.0032)","0.0143(0.0022)","0.0152(7e-04)","0.015(0.0012)"
"2322_rbf","0.027(0.0117)","0.0211(0.0067)","0.024(0.0055)","0.02(0.0047)","0.0168(0.0032)","0.0166(0.0032)"
"2322_lkflag","0.0098(0.0038)","0.0193(0.0026)","0.0236(0.0038)","0.025(0.0043)","0.0254(0.0028)","0.0262(0.0027)"
"2331_rbf","0.0094(0.0034)","0.0078(0.0013)","0.0074(0.0019)","0.0069(0.001)","0.0065(0.0012)","0.0055(0.001)"
"2331_lkflag","0.004(0.0014)","0.0067(0.0015)","0.0087(0.0017)","0.0082(0.0013)","0.0092(0.0012)","0.009(0.0011)"
"2332_rbf","0.0079(0.0026)","0.0073(0.0016)","0.0065(0.001)","0.0057(9e-04)","0.0052(9e-04)","0.0055(9e-04)"
"2332_lkflag","0.0026(8e-04)","0.006(0.0013)","0.006(0.001)","0.007(0.0014)","0.0074(0.0012)","0.0071(0.0012)"
"2401_rbf","0.0273(0.0071)","0.0255(0.0056)","0.0238(0.0044)","0.0205(0.005)","0.0192(0.0031)","0.0188(0.0032)"
"2401_lkflag","0.0107(0.0048)","0.016(0.0035)","0.0172(0.0023)","0.0185(0.0023)","0.0194(0.0023)","0.0197(0.0012)"
"2402_rbf","0.0147(0.004)","0.0139(0.0017)","0.0114(0.0018)","0.011(8e-04)","0.0104(9e-04)","0.0105(7e-04)"
"2402_lkflag","0.0034(0.001)","0.007(0.0012)","0.0082(0.0012)","0.0083(0.0012)","0.009(6e-04)","0.0092(6e-04)"
"2501_rbf","0.0416(0.0138)","0.0322(0.0149)","0.0312(0.0063)","0.0346(0.0076)","0.0246(0.0089)","0.0257(0.0056)"
"2501_lkflag","0.0278(0.027)","0.0509(0.0228)","0.0647(0.0222)","0.0799(0.0259)","0.0606(0.0178)","0.0679(0.0091)"
"2502_rbf","0.0249(0.0159)","0.0337(0.0067)","0.024(0.0142)","0.0219(0.0069)","0.0194(0.0053)","0.0168(0.0054)"
"2502_lkflag","0.0213(0.0159)","0.0416(0.011)","0.0463(0.0159)","0.0454(0.0107)","0.0541(0.0149)","0.0519(0.0064)"
"2601_rbf","0.0354(0.0069)","0.0322(0.0048)","0.0312(0.0027)","0.0303(0.0043)","0.028(0.0012)","0.0278(0.002)"
"2601_lkflag","0.0074(0.0018)","0.0173(0.0025)","0.018(0.0012)","0.0219(0.0019)","0.0214(0.0014)","0.0213(0.0022)"
"2602_rbf","0.0226(0.0055)","0.0233(0.0041)","0.02(0.0029)","0.02(0.0024)","0.019(0.0028)","0.0185(0.0014)"
"2602_lkflag","0.0048(0.0015)","0.0119(0.0013)","0.0128(0.0024)","0.0148(0.0013)","0.0142(0.0031)","0.0158(0.0013)"
"2611_rbf","0.0415(0.0145)","0.0316(0.0089)","0.0293(0.0061)","0.0344(0.0089)","0.0295(0.0059)","0.028(0.003)"
"2611_lkflag","0.0199(0.0068)","0.0272(0.011)","0.035(0.0087)","0.042(0.0075)","0.0388(0.0086)","0.0391(0.0046)"
"2612_rbf","0.0502(0.029)","0.0391(0.0134)","0.0333(0.0095)","0.0398(0.0061)","0.0416(0.0045)","0.0353(0.006)"
"2612_lkflag","0.0313(0.0244)","0.045(0.0077)","0.0478(0.0135)","0.0605(0.0116)","0.0602(0.0079)","0.0626(0.0091)"
"2701_rbf","0.0278(0.0066)","0.0234(0.0069)","0.0235(0.0053)","0.0231(0.0035)","0.0241(0.0033)","0.0232(0.0034)"
"2701_lkflag","0.0134(0.0052)","0.0216(0.0066)","0.0251(0.0025)","0.0301(0.0047)","0.0313(0.0044)","0.0297(0.0039)"
"2702_rbf","0.0155(0.0053)","0.0172(0.0043)","0.0165(0.0029)","0.0173(0.0026)","0.0178(0.0032)","0.0176(0.0017)"
"2702_lkflag","0.0078(0.0038)","0.0164(0.0054)","0.0197(0.0025)","0.0213(0.0029)","0.024(0.0043)","0.0229(0.0024)"
"3001_rbf","0.0219(0.0038)","0.0191(0.0023)","0.0198(0.0023)","0.0194(0.0016)","0.0186(0.002)","0.0185(0.0021)"
"3001_lkflag","0.0088(0.0024)","0.015(0.0017)","0.0186(0.0019)","0.0194(0.0024)","0.0197(0.0027)","0.0202(0.0026)"
"3002_rbf","0.0286(0.0078)","0.0263(0.003)","0.0251(0.0037)","0.0233(0.0032)","0.022(0.002)","0.0213(0.003)"
